"ProfID","HorID","top","bottom","SOC","BLD","CRF","SAND","SILT","CLAY"
"P1459","P1459H01",0,15,2.65,1.28,NA,38,38,24
"P1459","P1459H02",15,30,1.72,1.34,NA,25,40,35
"P1459","P1459H03",30,55,1,1.27,NA,22,41,37
"P1459","P1459H04",55,70,1.12,1.32,NA,26,46,29
"P1460","P1460H01",0,40,1.69,1.43,0,50,29,21
"P1460","P1460H02",40,80,1.41,1.53,1,62,21,17
"P1460","P1460H03",80,120,0.73,1.52,2,78,16,7
"P1461","P1461H01",0,18,2.47,NA,1,54,24,23
"P1461","P1461H02",18,48,1.79,NA,NA,NA,NA,NA
"P1462","P1462H01",0,20,3.02,NA,2,63,19,18
"P1462","P1462H02",20,40,NA,NA,0,45,16,40
"P1463","P1463H01",0,15,1.91,1.38,1,47,29,24
"P1463","P1463H02",15,50,1.49,1.23,1,45,10,45
"P1463","P1463H03",50,95,1.04,NA,NA,NA,NA,NA
"P1463","P1463H04",95,140,1.02,NA,0,23,51,26
"P1467","P1467H01",2,30,1.87,NA,0,70,23,9
"P1467","P1467H02",30,50,0.79,NA,0,63,26,11
"P1467","P1467H03",50,130,NA,NA,NA,NA,NA,NA
"P1469","P1469H01",0,22,0.67,1.65,0,71,21,8
"P1469","P1469H02",22,55,NA,1.52,0,65,19,16
"P1469","P1469H03",55,100,NA,1.57,0,79,17,4
"P1470","P1470H01",0,16,0.73,NA,0,54,33,14
"P1470","P1470H02",16,55,0.69,NA,2,36,41,22
"P1471","P1471H01",0,20,0.93,NA,0,70,14,16
"P1471","P1471H02",20,40,0.9,NA,NA,NA,NA,NA
"P1471","P1471H03",40,80,NA,NA,NA,NA,NA,NA
"P1472","P1472H01",0,20,2.15,1.31,0,84,9,7
"P1472","P1472H02",20,40,NA,NA,NA,NA,NA,NA
"P1473","P1473H01",0,47,1.7,1.43,1,52,31,17
"P1473","P1473H02",47,110,1.49,1.38,0,51,35,14
"P1473","P1473H03",110,140,0.75,1.39,1,62,25,13
"P1475","P1475H01",0,20,0.62,NA,1,82,12,6
"P1475","P1475H02",20,40,0.48,NA,NA,NA,NA,NA
"P1475","P1475H03",70,100,NA,NA,NA,NA,NA,NA
"P1476","P1476H01",0,26,1.18,1.63,0,91,3,7
"P1476","P1476H02",26,66,0.5,1.55,1,90,7,3
"P1476","P1476H03",66,81,3.19,1.13,1,39,52,9
"P1476","P1476H04",81,100,2.49,NA,1,79,19,3
"P1478","P1478H01",0,15,3.36,NA,1,11,51,38
"P1478","P1478H02",15,48,1.94,NA,NA,NA,NA,NA
"P1478","P1478H03",48,70,NA,NA,NA,NA,NA,NA
"P1478","P1478H04",70,98,NA,NA,NA,NA,NA,NA
"P1478","P1478H05",98,118,NA,NA,NA,NA,NA,NA
"P1479","P1479H01",0,20,0.83,NA,1,69,18,13
"P1481","P1481H01",0,10,2.1,NA,NA,32,61,8
"P1481","P1481H01",0,10,2.1,NA,NA,32,61,8
"P1481","P1481H01",0,10,2.1,NA,NA,32,61,8
"P1481","P1481H01",0,10,2.1,NA,NA,32,61,8
"P1481","P1481H02",10,20,1.26,NA,NA,29,53,18
"P1481","P1481H02",10,20,1.26,NA,NA,29,53,18
"P1481","P1481H02",10,20,1.26,NA,NA,29,53,18
"P1481","P1481H02",10,20,1.26,NA,NA,29,53,18
"P1481","P1481H03",20,42,0.58,NA,NA,44,50,7
"P1481","P1481H03",20,42,0.58,NA,NA,44,50,7
"P1481","P1481H03",20,42,0.58,NA,NA,44,50,7
"P1481","P1481H03",20,42,0.58,NA,NA,44,50,7
"P1481","P1481H04",42,52,0.3,NA,NA,84,10,7
"P1481","P1481H04",42,52,0.3,NA,NA,84,10,7
"P1481","P1481H04",42,52,0.3,NA,NA,84,10,7
"P1481","P1481H04",42,52,0.3,NA,NA,84,10,7
"P1481","P1481H05",52,70,0.37,NA,NA,59,36,6
"P1481","P1481H05",52,70,0.37,NA,NA,59,36,6
"P1481","P1481H05",52,70,0.37,NA,NA,59,36,6
"P1481","P1481H05",52,70,0.37,NA,NA,59,36,6
"P1481","P1481H06",70,95,0.69,NA,NA,47,47,6
"P1481","P1481H06",70,95,0.69,NA,NA,47,47,6
"P1481","P1481H06",70,95,0.69,NA,NA,47,47,6
"P1481","P1481H06",70,95,0.69,NA,NA,47,47,6
"P1481","P1481H07",95,110,0.28,NA,NA,60,34,6
"P1481","P1481H07",95,110,0.28,NA,NA,60,34,6
"P1481","P1481H07",95,110,0.28,NA,NA,60,34,6
"P1481","P1481H07",95,110,0.28,NA,NA,60,34,6
"P1481","P1481H08",110,120,0.28,NA,NA,74,20,7
"P1481","P1481H08",110,120,0.28,NA,NA,74,20,7
"P1481","P1481H08",110,120,0.28,NA,NA,74,20,7
"P1481","P1481H08",110,120,0.28,NA,NA,74,20,7
"P1482","P1482H01",0,35,3.5,NA,0,11,39,40
"P1482","P1482H02",35,85,1.89,NA,0,91,5,4
"P1482","P1482H03",85,150,0.3,NA,7,89,5,6
"P1483","P1483H01",0,14,4.84,NA,0,16,46,39
"P1483","P1483H02",14,53,1.76,NA,NA,NA,NA,NA
"P1483","P1483H03",53,88,NA,NA,NA,NA,NA,NA
"P1483","P1483H04",88,120,NA,NA,NA,NA,NA,NA
"P1484","P1484H01",0,12,1.7,NA,NA,38,45,17
"P1484","P1484H02",12,22,0.8,NA,NA,38,45,18
"P1484","P1484H03",22,40,0.5,NA,NA,42,40,19
"P1484","P1484H04",40,75,0.3,NA,NA,80,12,9
"P1484","P1484H05",75,120,0.5,NA,NA,49,38,13
"P1485","P1485H01",0,20,2,NA,NA,36,48,17
"P1485","P1485H02",20,55,0.6,NA,NA,37,51,11
"P1485","P1485H03",55,67,0.4,NA,NA,49,41,11
"P1486","P1486H01",0,20,1.51,NA,4,71,29,0
"P1486","P1486H02",20,35,0.53,NA,NA,NA,NA,NA
"P1486","P1486H03",35,55,NA,NA,NA,NA,NA,NA
"P1486","P1486H04",55,100,NA,NA,NA,NA,NA,NA
"P1487","P1487H01",0,20,2.54,1.28,0,78,21,1
"P1487","P1487H02",20,40,NA,1.07,NA,NA,NA,NA
"P1488","P1488H01",0,25,2.98,1.35,11,56,20,23
"P1488","P1488H02",25,80,1.36,1.37,NA,NA,NA,NA
"P1488","P1488H03",80,110,NA,NA,NA,NA,NA,NA
"P1488","P1488H04",110,155,NA,NA,NA,NA,NA,NA
"P1489","P1489H01",0,20,2.21,1.28,7,71,17,12
"P1489","P1489H02",20,40,0.91,1.27,3,79,10,11
"P1490","P1490H01",0,20,2.37,1.21,11,56,20,23
"P1490","P1490H02",20,40,NA,1.32,7,59,21,20
"P1491","P1491H01",0,20,2.2,NA,NA,NA,NA,NA
"P1491","P1491H02",20,25,1.01,NA,NA,NA,NA,NA
"P1491","P1491H03",25,75,1.01,NA,NA,NA,NA,NA
"P1491","P1491H04",75,120,0.95,NA,NA,NA,NA,NA
"P1492","P1492H01",0,18,1.57,NA,NA,NA,NA,NA
"P1492","P1492H02",18,70,1.24,NA,NA,NA,NA,NA
"P1493","P1493H01",0,20,2.06,NA,NA,NA,NA,NA
"P1493","P1493H02",20,26,1.42,NA,NA,NA,NA,NA
"P1493","P1493H03",26,100,1.31,NA,NA,NA,NA,NA
"P1494","P1494H01",0,60,2.64,NA,NA,NA,NA,NA
"P1494","P1494H02",60,120,1.28,NA,NA,NA,NA,NA
"P1495","P1495H01",0,20,1.08,NA,1,63,25,11
"P1495","P1495H02",20,40,1.09,NA,NA,NA,NA,NA
"P1495","P1495H03",100,120,NA,NA,NA,NA,NA,NA
"P1496","P1496H01",0,20,1.48,1.54,1,81,13,6
"P1496","P1496H02",20,40,0.66,1.38,NA,NA,NA,NA
"P1497","P1497H01",0,16,1.74,NA,1,67,21,12
"P1497","P1497H02",16,40,0.94,NA,NA,NA,NA,NA
"P1497","P1497H03",40,150,NA,NA,NA,NA,NA,NA
"P1497","P1497H04",150,180,NA,NA,NA,NA,NA,NA
"P1498","P1498H01",0,20,0.68,NA,7,80,15,5
"P1498","P1498H02",20,40,0.62,NA,NA,NA,NA,NA
"P1499","P1499H01",0,18,0.9,NA,1,79,16,6
"P1499","P1499H02",18,100,0.53,NA,NA,NA,NA,NA
"P1499","P1499H03",100,130,NA,NA,NA,NA,NA,NA
"P1499","P1499H04",130,180,NA,NA,NA,NA,NA,NA
"P1500","P1500H01",0,20,2.25,NA,16,75,16,9
"P1501","P1501H01",0,20,2.06,1.45,2,78,16,6
"P1501","P1501H02",20,40,1.06,1.43,5,81,15,4
"P1502","P1502H01",0,20,NA,NA,0,79,14,8
"P1503","P1503H01",0,20,2.28,1.08,NA,NA,NA,NA
"P1503","P1503H02",20,40,NA,1.25,NA,NA,NA,NA
"P1504","P1504H01",0,20,0.81,NA,4,79,15,6
"P1504","P1504H02",20,40,0.9,NA,NA,NA,NA,NA
"P1505","P1505H01",0,20,1.96,NA,6,69,23,8
"P1505","P1505H02",30,50,1.81,NA,NA,NA,NA,NA
"P1506","P1506H01",0,20,1.47,NA,1,79,7,14
"P1506","P1506H02",20,60,1.41,NA,1,59,29,12
"P1506","P1506H03",60,85,0.75,NA,0,81,13,6
"P1506","P1506H04",85,135,0.4,NA,1,87,8,5
"P1507","P1507H01",0,20,1.25,NA,0,73,22,5
"P1507","P1507H02",20,40,0.4,NA,NA,NA,NA,NA
"P1508","P1508H01",0,20,1.64,NA,6,76,16,8
"P1508","P1508H02",20,40,1.25,NA,NA,NA,NA,NA
"P1509","P1509H01",0,10,0.31,NA,0,93,3,4
"P1509","P1509H02",10,17,NA,NA,NA,NA,NA,NA
"P1510","P1510H01",0,30,1.4,NA,4,62,27,11
"P1510","P1510H02",30,55,1.13,NA,NA,NA,NA,NA
"P1510","P1510H03",55,125,NA,NA,NA,NA,NA,NA
"P1511","P1511H01",0,20,1.91,NA,0,72,19,10
"P1511","P1511H02",20,53,1.02,NA,0,79,16,6
"P1511","P1511H03",53,126,0.57,NA,0,81,14,4
"P1511","P1511H04",126,165,0.37,NA,1,84,10,6
"P1512","P1512H01",0,20,2.67,1.3,0,52,35,13
"P1512","P1512H02",20,40,0.33,1.44,0,87,8,5
"P1513","P1513H01",0,24,1.12,1.38,0,74,19,7
"P1513","P1513H02",24,72,0.68,1.35,0,75,18,7
"P1513","P1513H03",72,150,0.42,1.34,1,94,0,5
"P1513","P1513H04",150,170,0.35,NA,NA,NA,NA,NA
"P1514","P1514H01",0,15,1.94,1.4,6,80,17,3
"P1514","P1514H02",15,50,1.16,1.41,4,76,17,7
"P1514","P1514H03",50,72,0.72,1.6,4,76,16,8
"P1514","P1514H04",72,100,0.72,1.57,4,99,1,10
"P1515","P1515H01",0,20,0.94,NA,8,77,19,4
"P1515","P1515H02",20,40,0.56,NA,NA,NA,NA,NA
"P1515","P1515H03",40,100,NA,NA,NA,NA,NA,NA
"P1515","P1515H04",100,150,NA,NA,NA,NA,NA,NA
"P1516","P1516H01",0,20,1.19,NA,10,92,15,48
"P1516","P1516H02",20,45,0.39,NA,NA,NA,NA,NA
"P1517","P1517H01",0,20,1.2,NA,21,87,9,4
"P1517","P1517H02",20,40,0.82,NA,NA,NA,NA,NA
"P1517","P1517H03",40,100,NA,NA,NA,NA,NA,NA
"P1518","P1518H01",0,30,1.13,NA,0,78,18,4
"P1519","P1519H01",0,21,3.25,1.59,0,53,33,14
"P1519","P1519H02",21,40,1.23,1.52,0,85,13,2
"P1523","P1523H01",0,20,1.25,NA,22,89,7,4
"P1523","P1523H02",20,47,1.26,NA,NA,NA,NA,NA
"P1524","P1524H01",0,20,0.96,NA,3,86,11,4
"P1524","P1524H02",20,58,0.89,NA,NA,NA,NA,NA
"P1524","P1524H03",58,65,0.69,NA,NA,NA,NA,NA
"P1524","P1524H04",65,165,0.96,NA,6,80,11,9
"P1525","P1525H01",0,20,1.42,NA,NA,NA,NA,NA
"P1525","P1525H02",20,40,0.82,NA,NA,NA,NA,NA
"P1526","P1526H01",0,20,1.74,NA,7,59,28,13
"P1526","P1526H02",20,30,1.31,NA,NA,NA,NA,NA
"P1526","P1526H03",32,100,NA,NA,NA,NA,NA,NA
"P1526","P1526H04",100,145,NA,NA,NA,NA,NA,NA
"P1527","P1527H01",0,28,0.1,NA,0,89,8,4
"P1527","P1527H02",28,60,5.84,NA,NA,NA,NA,NA
"P1528","P1528H01",0,20,0.29,NA,5,82,11,7
"P1528","P1528H02",20,40,0.14,NA,NA,NA,NA,NA
"P1529","P1529H01",0,20,2.08,1.27,7,72,21,7
"P1529","P1529H02",20,40,NA,1.42,NA,NA,NA,NA
"P1530","P1530H01",0,20,2.01,NA,NA,NA,NA,NA
"P1530","P1530H02",20,40,0.9,NA,NA,NA,NA,NA
"P1531","P1531H01",0,20,2.35,NA,1,74,16,10
"P1531","P1531H02",20,40,NA,NA,NA,NA,NA,NA
"P1532","P1532H01",0,50,1.91,NA,0,45,41,14
"P1532","P1532H02",50,80,3.22,NA,NA,NA,NA,NA
"P1533","P1533H01",0,34,1.18,1.59,2,68,23,10
"P1533","P1533H02",34,90,0.46,1.43,4,70,20,10
"P1533","P1533H03",90,115,0.76,NA,NA,NA,NA,NA
"P1534","P1534H01",0,18,NA,NA,NA,NA,NA,NA
"P1534","P1534H02",18,48,NA,NA,NA,NA,NA,NA
"P1534","P1534H03",48,73,NA,NA,NA,NA,NA,NA
"P1534","P1534H04",73,120,NA,NA,NA,NA,NA,NA
"P1535","P1535H01",0,20,1.61,NA,NA,NA,NA,NA
"P1535","P1535H02",20,65,NA,NA,NA,NA,NA,NA
"P1535","P1535H03",65,90,NA,NA,NA,NA,NA,NA
"P1535","P1535H04",90,145,NA,NA,NA,NA,NA,NA
"P1536","P1536H01",0,20,1.19,NA,9,66,29,6
"P1536","P1536H02",20,40,1.03,NA,NA,NA,NA,NA
"P1536","P1536H03",40,95,NA,NA,NA,NA,NA,NA
"P1537","P1537H01",0,20,1.66,NA,15,72,24,4
"P1537","P1537H02",20,40,NA,NA,NA,NA,NA,NA
"P1538","P1538H01",0,20,2.44,NA,3,60,30,10
"P1538","P1538H02",20,40,NA,NA,5,57,34,9
"P1538","P1538H03",40,80,NA,NA,1,71,20,9
"P1539","P1539H01",0,20,1,1.45,0,74,19,7
"P1539","P1539H02",20,40,NA,NA,NA,NA,NA,NA
"P1540","P1540H01",0,15,2.66,NA,2,75,3,22
"P1540","P1540H02",15,30,1.44,NA,NA,NA,NA,NA
"P1541","P1541H01",0,18,1.84,NA,6,89,11,0
"P1541","P1541H02",18,70,0.79,NA,4,60,33,8
"P1542","P1542H01",0,20,1.98,NA,10,98,1,0
"P1542","P1542H02",20,57,1.29,NA,NA,NA,NA,NA
"P1543","P1543H01",0,20,1.56,NA,1,82,12,6
"P1543","P1543H02",20,40,NA,NA,NA,NA,NA,NA
"P1544","P1544H01",0,25,1.96,1.51,2,77,16,8
"P1544","P1544H02",25,90,0.67,1.51,5,84,10,6
"P1544","P1544H03",90,125,0.35,NA,NA,NA,NA,NA
"P1545","P1545H01",0,30,1.64,1.58,9,67,28,4
"P1545","P1545H02",30,56,0.92,1.56,13,74,16,10
"P1545","P1545H03",56,100,0.54,1.6,10,91,7,3
"P1546","P1546H01",0,20,0.97,NA,2,65,25,10
"P1546","P1546H02",20,80,0.85,NA,1,67,22,11
"P1546","P1546H03",80,125,NA,NA,NA,NA,NA,NA
"P1547","P1547H01",0,20,1.61,NA,9,70,22,8
"P1547","P1547H02",33,63,NA,NA,NA,NA,NA,NA
"P1547","P1547H03",63,110,NA,NA,NA,NA,NA,NA
"P1547","P1547H04",110,150,NA,NA,NA,NA,NA,NA
"P1549","P1549H01",0,20,2.01,NA,0,50,42,8
"P1549","P1549H02",20,40,0.9,NA,NA,NA,NA,NA
"P1550","P1550H01",0,20,1.83,1.33,1,50,22,28
"P1550","P1550H02",20,40,NA,1.43,NA,NA,NA,NA
"P1551","P1551H01",0,23,1.96,NA,1,79,18,4
"P1551","P1551H02",23,80,0.93,NA,NA,NA,NA,NA
"P1552","P1552H01",0,12,2.82,NA,6,43,32,24
"P1552","P1552H02",12,38,1.68,NA,2,40,23,37
"P1552","P1552H03",39,95,1,NA,11,42,35,23
"P1554","P1554H01",0,25,1.43,NA,NA,NA,NA,NA
"P1554","P1554H02",25,60,1.03,NA,NA,NA,NA,NA
"P1554","P1554H03",60,85,NA,NA,NA,NA,NA,NA
"P1555","P1555H01",0,20,2.09,NA,0,65,25,10
"P1556","P1556H01",0,20,1.02,NA,5,81,14,5
"P1556","P1556H02",20,40,NA,NA,6,79,14,8
"P1557","P1557H01",0,25,1.44,NA,6,71,15,14
"P1557","P1557H02",25,60,NA,NA,3,68,26,7
"P1557","P1557H03",60,100,NA,NA,NA,NA,NA,NA
"P1558","P1558H01",0,20,1.7,NA,3,75,7,19
"P1558","P1558H02",20,40,1.14,NA,NA,NA,NA,NA
"P1559","P1559H01",0,20,1.74,NA,8,67,18,15
"P1559","P1559H02",20,40,NA,NA,3,61,25,14
"P1560","P1560H01",0,30,1.07,1.34,6,77,15,8
"P1560","P1560H02",30,60,0.44,1.53,0,59,10,31
"P1561","P1561H01",0,40,1.48,NA,7,73,17,11
"P1561","P1561H02",40,95,0.46,NA,1,56,25,18
"P1561","P1561H03",95,135,0.64,NA,6,68,17,15
"P1561","P1561H04",135,170,0.34,NA,10,59,25,16
"P1562","P1562H01",0,20,1.46,NA,13,67,25,9
"P1562","P1562H02",20,40,0.96,NA,32,71,18,11
"P1563","P1563H01",0,20,NA,NA,2,66,23,11
"P1563","P1563H02",20,100,NA,NA,NA,NA,NA,NA
"P1563","P1563H03",100,140,NA,NA,NA,NA,NA,NA
"P1564","P1564H01",0,22,5.38,0.98,0,58,35,7
"P1564","P1564H02",22,40,1.78,1.3,0,74,22,4
"P1566","P1566H01",0,20,1.42,NA,1,62,26,13
"P1566","P1566H02",20,40,1.15,NA,NA,NA,NA,NA
"P1567","P1567H01",0,20,1.41,1.45,3,69,22,9
"P1567","P1567H02",20,40,NA,NA,NA,NA,NA,NA
"P1568","P1568H01",0,27,2.55,1.34,2,75,20,6
"P1568","P1568H02",27,45,1.6,NA,7,77,12,12
"P1568","P1568H03",45,120,0.86,NA,0,75,19,6
"P1569","P1569H01",0,20,1.33,NA,3,77,21,3
"P1569","P1569H02",20,40,1.05,NA,NA,NA,NA,NA
"P1569","P1569H03",40,70,1.12,NA,NA,NA,NA,NA
"P1570","P1570H01",0,20,1.6,1.46,NA,NA,NA,NA
"P1570","P1570H02",20,40,NA,1.46,NA,NA,NA,NA
"P1571","P1571H01",0,20,1.32,1.46,6,80,15,5
"P1571","P1571H02",20,40,0.85,1.41,NA,NA,NA,NA
"P1572","P1572H01",0,20,2.02,NA,1,69,28,2
"P1572","P1572H02",20,85,0.86,NA,NA,NA,NA,NA
"P1572","P1572H03",85,120,NA,NA,NA,NA,NA,NA
"P1573","P1573H01",0,25,NA,NA,5,53,39,7
"P1574","P1574H01",0,25,1.67,1.5,0,62,33,4
"P1574","P1574H02",25,60,1.44,1.5,3,66,29,5
"P1574","P1574H03",100,160,1.2,NA,3,64,23,14
"P1575","P1575H01",0,15,2.26,1.42,NA,40,40,20
"P1575","P1575H02",15,50,1.39,1.48,NA,22,45,33
"P1575","P1575H03",50,72,1.06,1.53,NA,27,44,29
"P1575","P1575H04",72,98,0.73,1.51,NA,27,42,31
"P1575","P1575H05",98,110,0.6,1.45,NA,34,42,25
"P1576","P1576H01",0,32,1.66,1.58,NA,NA,NA,NA
"P1576","P1576H02",32,89,0.84,1.64,NA,NA,NA,NA
"P1576","P1576H03",89,157,NA,NA,NA,NA,NA,NA
"P1576","P1576H04",157,190,NA,NA,NA,NA,NA,NA
"P1577","P1577H01",0,20,1.59,NA,1,66,28,6
"P1577","P1577H02",20,40,0.96,NA,NA,NA,NA,NA
"P1577","P1577H03",40,80,NA,NA,NA,NA,NA,NA
"P1577","P1577H04",80,120,NA,NA,NA,NA,NA,NA
"P1578","P1578H01",0,20,1.77,NA,0,65,25,10
"P1578","P1578H02",20,62,0.91,NA,NA,NA,NA,NA
"P1578","P1578H03",62,175,NA,NA,NA,NA,NA,NA
"P1579","P1579H01",0,20,1.82,NA,0,69,23,8
"P1579","P1579H02",20,28,0.38,NA,NA,NA,NA,NA
"P1579","P1579H03",28,39,NA,NA,NA,NA,NA,NA
"P1579","P1579H04",39,53,NA,NA,NA,NA,NA,NA
"P1579","P1579H05",53,73,NA,NA,NA,NA,NA,NA
"P1579","P1579H06",73,130,NA,NA,NA,NA,NA,NA
"P1582","P1582H01",2,30,11.1,NA,35,72,14,14
"P1582","P1582H02",30,55,3.95,NA,43,69,15,15
"P1582","P1582H03",55,82,2.16,NA,40,69,16,15
"P1582","P1582H04",82,120,1.85,NA,46,75,13,12
"P1583","P1583H01",0,20,8.73,NA,NA,NA,NA,NA
"P1583","P1583H01",0,20,8.73,NA,14,72,26,3
"P1583","P1583H02",20,50,6.99,NA,33,78,20,3
"P1583","P1583H02",20,50,6.99,NA,NA,NA,NA,NA
"P1583","P1583H03",50,80,2.96,NA,NA,NA,NA,NA
"P1583","P1583H03",50,80,2.96,NA,40,80,18,2
"P1584","P1584H01",0,24,10.92,NA,NA,NA,NA,NA
"P1584","P1584H02",24,50,8.25,NA,NA,NA,NA,NA
"P1584","P1584H03",52,80,4.18,NA,NA,NA,NA,NA
"P1588","P1588H01",0,20,2.07,NA,15,67,27,7
"P1588","P1588H02",20,50,1.28,NA,7,49,31,20
"P1588","P1588H03",50,70,1.01,NA,14,55,27,18
"P1597","P1597H01",0,19,9.35,NA,48,89,10,2
"P1600","P1600H01",0,15,1.72,NA,13,78,15,8
"P1600","P1600H02",15,48,0.95,NA,29,69,8,23
"P1600","P1600H03",48,67,0.58,NA,23,80,12,9
"P1600","P1600H04",67,128,0.15,NA,28,89,8,3
"P1601","P1601H01",0,32,1.47,NA,8,59,28,13
"P1601","P1601H02",32,80,0.66,NA,8,56,41,3
"P1602","P1602H01",0,15,2.74,NA,12,78,15,7
"P1602","P1602H02",15,41,2.68,NA,8,66,17,18
"P1602","P1602H03",41,67,1.86,NA,12,70,18,11
"P1602","P1602H04",67,80,1.27,NA,33,87,9,4
"P1603","P1603H01",0,28,2.17,NA,43,79,16,5
"P1607","P1607H01",0,25,2.14,1.3,12,49,7,44
"P1607","P1607H02",25,55,0.91,1.4,19,43,7,50
"P1607","P1607H03",55,80,0.41,NA,17,64,5,32
"P1612","P1612H01",0,13,1.56,NA,19,99,1,1
"P1613","P1613H01",0,20,NA,NA,3,83,16,1
"P1613","P1613H02",20,40,NA,NA,2,84,14,2
"P1613","P1613H03",40,68,NA,NA,3,87,11,2
"P1613","P1613H04",68,100,NA,NA,5,94,7,0
"P1614","P1614H01",0,39,2.9,NA,4,49,34,18
"P1614","P1614H02",39,51,1.79,NA,1,46,36,18
"P1614","P1614H03",51,127,1.11,NA,1,73,23,4
"P1615","P1615H01",0,10,1.81,NA,21,80,16,5
"P1616","P1616H01",0,17,2.29,NA,3,75,20,5
"P1616","P1616H02",17,40,1.05,NA,1,63,27,10
"P1616","P1616H03",40,75,0.88,NA,1,59,30,11
"P1616","P1616H04",75,92,0.93,NA,1,51,34,15
"P1616","P1616H05",92,130,0.93,NA,1,61,33,7
"P1617","P1617H01",0,30,1.3,NA,3,68,20,12
"P1617","P1617H02",30,76,0.78,NA,2,53,19,29
"P1617","P1617H03",76,105,NA,NA,NA,NA,NA,NA
"P1618","P1618H01",0,15,2.06,1.23,1,42,25,34
"P1618","P1618H02",15,37,1.21,1.23,1,33,17,51
"P1618","P1618H03",37,78,1.19,1.15,NA,NA,NA,NA
"P1618","P1618H04",78,107,0.34,NA,NA,NA,NA,NA
"P1618","P1618H05",107,135,0.12,NA,NA,NA,NA,NA
"P1619","P1619H01",0,15,6.86,NA,21,66,28,7
"P1619","P1619H02",15,50,1.73,NA,24,63,27,10
"P1619","P1619H03",50,90,1.45,NA,26,66,29,5
"P1619","P1619H04",90,120,1.08,NA,28,70,26,4
"P1620","P1620H01",0,13,3.88,NA,6,67,15,18
"P1620","P1620H02",13,45,1.09,NA,2,37,26,38
"P1620","P1620H03",45,80,NA,NA,NA,NA,NA,NA
"P1621","P1621H01",0,15,7.81,NA,17,65,30,6
"P1622","P1622H01",0,20,6.58,NA,2,68,25,8
"P1622","P1622H02",20,50,3.79,NA,20,81,11,8
"P1623","P1623H01",0,20,1.44,NA,6,67,23,10
"P1623","P1623H02",20,40,1.31,NA,3,59,26,15
"P1624","P1624H01",0,20,1.64,NA,2,70,22,9
"P1624","P1624H02",20,60,1.15,NA,11,61,24,15
"P1624","P1624H03",60,100,0.6,NA,21,60,24,16
"P1625","P1625H01",0,28,1.62,NA,1,89,8,3
"P1625","P1625H02",28,46,0.58,NA,16,98,1,1
"P1625","P1625H03",46,70,NA,NA,NA,NA,NA,NA
"P1626","P1626H01",0,20,2.83,NA,5,55,32,13
"P1626","P1626H02",20,43,2.45,NA,11,57,29,14
"P1626","P1626H03",43,57,NA,NA,NA,NA,NA,NA
"P1627","P1627H01",0,20,2.35,1.63,0,63,26,11
"P1627","P1627H02",20,50,1.42,1.63,0,45,39,16
"P1627","P1627H03",50,90,1.17,NA,2,47,39,14
"P1627","P1627H04",90,130,0.98,NA,1,62,33,5
"P1628","P1628H01",0,20,3.9,1.05,2,23,21,57
"P1628","P1628H02",20,38,2.5,1.07,4,23,16,61
"P1628","P1628H03",38,60,2.31,1.09,4,21,15,63
"P1628","P1628H04",60,82,2.16,1.07,2,21,16,63
"P1628","P1628H05",82,105,0.57,1.17,4,22,18,60
"P1628","P1628H06",105,125,0.47,1.41,15,28,27,45
"P1629","P1629H01",0,15,2.08,NA,10,66,18,16
"P1629","P1629H02",15,34,1.77,NA,5,46,18,36
"P1629","P1629H03",34,74,NA,NA,NA,NA,NA,NA
"P1629","P1629H04",74,114,NA,NA,NA,NA,NA,NA
"P1630","P1630H01",0,14,3.79,NA,10,25,24,51
"P1630","P1630H02",14,76,2.9,NA,2,29,20,51
"P1630","P1630H03",76,106,NA,NA,NA,NA,NA,NA
"P1630","P1630H04",106,140,NA,NA,NA,NA,NA,NA
"P1631","P1631H01",0,13,3.84,NA,2,39,18,43
"P1631","P1631H02",13,67,2.77,NA,1,33,23,45
"P1631","P1631H03",67,127,NA,NA,NA,NA,NA,NA
"P1631","P1631H04",127,160,NA,NA,NA,NA,NA,NA
"P1632","P1632H01",0,20,1.57,NA,12,45,23,32
"P1632","P1632H02",20,40,1.37,NA,1,34,32,34
"P1633","P1633H01",0,20,2.28,NA,3,55,17,28
"P1633","P1633H02",20,40,1.2,NA,4,48,27,26
"P1634","P1634H01",0,20,7.91,NA,15,75,21,4
"P1634","P1634H02",20,42,4,NA,37,76,21,3
"P1634","P1634H03",42,65,3.23,NA,43,73,25,2
"P1635","P1635H01",0,35,2.57,1.55,11,53,25,22
"P1635","P1635H02",35,65,1.24,1.1,1,31,15,54
"P1635","P1635H03",65,110,0.93,1.24,1,34,13,53
"P1635","P1635H04",110,150,0.63,NA,47,65,12,23
"P1642","P1642H01",0,28,7.63,NA,31,68,28,4
"P1642","P1642H02",28,57,2.47,NA,16,73,21,6
"P1643","P1643H01",0,15,3.83,NA,0,37,36,26
"P1643","P1643H02",15,40,3.72,NA,0,41,34,25
"P1643","P1643H03",40,80,3.21,NA,0,49,25,26
"P1643","P1643H04",80,103,1.9,NA,1,8,64,29
"P1644","P1644H01",0,25,1.83,NA,49,96,5,0
"P1647","P1647H01",0,19,7.68,NA,11,90,10,0
"P1647","P1647H02",19,95,1.62,NA,25,90,7,3
"P1647","P1647H03",95,115,10.9,NA,17,88,9,4
"P1649","P1649H01",0,15,8.46,NA,9,85,14,1
"P1649","P1649H02",15,32,4.03,NA,12,91,9,0
"P1650","P1650H01",0,10,2.38,NA,1,45,21,34
