"ProfID","HorID","top","bottom","SOC","BLD","CRF","SAND","SILT","CLAY"
"P5186","P5186H04",80,110,1.1,NA,5,42,29,30
"P5187","P5187H01",0,25,3.08,NA,16,57,12,31
"P5187","P5187H02",25,55,2.77,NA,15,51,15,35
"P5187","P5187H03",55,75,1.95,NA,11,44,15,42
"P5187","P5187H04",75,90,1.68,NA,5,43,18,39
"P5187","P5187H05",90,110,1.53,NA,1,58,6,36
"P5189","P5189H01",0,30,0.91,NA,30,63,10,28
"P5189","P5189H02",30,49,4.68,NA,39,51,16,33
"P5189","P5189H03",49,80,3.45,NA,49,51,26,23
"P5190","P5190H01",0,27,4.03,NA,50,65,20,16
"P5194","P5194H01",0,24,2.1,NA,1,34,43,24
"P5197","P5197H01",0,26,2.05,NA,13,38,30,33
"P5199","P5199H01",34,78,2.62,NA,6,46,17,37
"P5199","P5199H02",78,101,1.98,NA,13,47,19,34
"P5199","P5199H03",101,125,1.16,NA,13,32,31,37
"P5200","P5200H01",0,21,2.06,NA,0,77,10,14
"P5202","P5202H01",0,17,3.26,NA,0,39,32,29
"P5202","P5202H02",17,55,3.01,NA,0,30,32,38
"P5202","P5202H03",55,100,2.45,NA,0,16,28,56
"P5204","P5204H01",0,21,NA,NA,NA,NA,NA,NA
"P5204","P5204H02",21,50,NA,NA,NA,NA,NA,NA
"P5204","P5204H03",50,93,NA,NA,NA,NA,NA,NA
"P5204","P5204H04",93,110,NA,NA,NA,NA,NA,NA
"P5206","P5206H01",0,23,3,NA,6,63,37,0
"P5206","P5206H02",23,65,2.85,NA,5,55,27,18
"P5206","P5206H03",65,100,2.28,NA,4,50,23,27
"P5206","P5206H04",100,120,1.5,NA,1,51,23,26
"P5208","P5208H01",0,25,4.3,NA,6,55,12,33
"P5208","P5208H02",25,45,1.58,NA,4,46,30,24
"P5212","P5212H01",0,28,2.27,NA,1,60,22,18
"P5212","P5212H02",28,59,1.5,NA,1,50,23,27
"P5212","P5212H03",59,86,1,NA,1,44,14,43
"P5212","P5212H04",86,115,0.52,NA,0,34,65,1
"P5212","P5212H05",115,135,2.07,NA,9,73,13,15
"P5215","P5215H01",0,37,3.31,NA,10,56,44,0
"P5217","P5217H01",0,30,2.77,NA,1,42,17,41
"P5217","P5217H02",30,55,2.51,NA,1,33,19,48
"P5217","P5217H03",55,82,1.36,NA,1,31,24,45
"P5217","P5217H04",82,110,0.78,NA,1,38,32,30
"P5219","P5219H01",0,26,NA,NA,NA,NA,NA,NA
"P5219","P5219H02",26,35,NA,NA,NA,NA,NA,NA
"P5220","P5220H01",0,40,NA,NA,NA,NA,NA,NA
"P5223","P5223H01",0,16,NA,NA,NA,NA,NA,NA
"P5223","P5223H02",16,21,NA,NA,NA,NA,NA,NA
"P5226","P5226H01",0,18,NA,NA,NA,NA,NA,NA
"P5226","P5226H02",18,43,NA,NA,NA,NA,NA,NA
"P5227","P5227H01",0,18,4.18,NA,14,62,14,24
"P5228","P5228H01",0,31,NA,NA,NA,NA,NA,NA
"P5228","P5228H02",31,40,NA,NA,NA,NA,NA,NA
"P5229","P5229H01",0,28,2.08,NA,3,71,11,39
"P5229","P5229H02",28,50,1.2,NA,2,61,8,31
"P5230","P5230H01",0,18,NA,NA,NA,NA,NA,NA
"P5230","P5230H02",18,38,NA,NA,NA,NA,NA,NA
"P5230","P5230H03",38,70,NA,NA,NA,NA,NA,NA
"P5231","P5231H01",0,15,3.78,NA,4,78,12,11
"P5232","P5232H01",0,21,NA,NA,NA,NA,NA,NA
"P5232","P5232H02",21,33,NA,NA,NA,NA,NA,NA
"P5233","P5233H01",0,30,NA,NA,NA,NA,NA,NA
"P5234","P5234H01",0,32,4.59,NA,5,49,16,35
"P5234","P5234H02",32,45,2.28,NA,4,47,4,49
"P5235","P5235H01",0,36,NA,NA,NA,NA,NA,NA
"P5235","P5235H02",36,58,NA,NA,NA,NA,NA,NA
"P5236","P5236H01",0,21,3.98,NA,5,55,27,18
"P5237","P5237H01",0,31,NA,NA,NA,NA,NA,NA
"P5244","P5244H01",0,40,2.35,NA,2,43,20,36
"P5244","P5244H02",40,70,1.78,NA,1,39,14,47
"P5244","P5244H03",70,100,1.34,NA,1,30,17,53
"P5245","P5245H01",0,20,NA,NA,NA,NA,NA,NA
"P5245","P5245H02",20,41,NA,NA,NA,NA,NA,NA
"P5245","P5245H03",41,55,NA,NA,NA,NA,NA,NA
"P5246","P5246H01",0,17,2.26,NA,5,54,24,22
"P5246","P5246H02",17,40,1.07,NA,2,34,33,33
"P5246","P5246H03",40,61,0.86,NA,1,43,30,27
"P5246","P5246H04",61,90,0.53,NA,0,40,26,34
"P5247","P5247H01",0,20,5.05,NA,1,68,13,19
"P5247","P5247H02",20,45,2.55,NA,1,77,14,9
"P5247","P5247H03",45,77,1.82,NA,1,83,12,4
"P5247","P5247H04",77,100,1.41,NA,2,77,15,8
"P5249","P5249H01",0,62,2.4,NA,4,57,28,16
"P5249","P5249H02",62,80,1.5,NA,14,58,26,17
"P5249","P5249H03",80,100,1.44,NA,6,67,15,19
"P5250","P5250H01",0,30,NA,NA,NA,NA,NA,NA
"P5250","P5250H02",30,64,NA,NA,NA,NA,NA,NA
"P5250","P5250H03",64,100,NA,NA,NA,NA,NA,NA
"P5251","P5251H01",0,22,4.52,NA,16,26,19,56
"P5252","P5252H01",0,23,4.19,NA,6,81,15,4
"P5252","P5252H02",23,53,1.67,NA,3,83,13,4
"P5252","P5252H03",53,71,1.25,NA,5,86,11,3
"P5254","P5254H01",0,22,4.28,NA,3,54,18,28
"P5254","P5254H02",22,41,1.28,NA,5,49,21,30
"P5254","P5254H03",41,60,1.79,NA,12,77,12,12
"P5255","P5255H01",0,35,NA,NA,NA,NA,NA,NA
"P5255","P5255H02",35,70,NA,NA,NA,NA,NA,NA
"P5256","P5256H01",0,23,NA,NA,NA,NA,NA,NA
"P5256","P5256H02",23,60,NA,NA,NA,NA,NA,NA
"P5256","P5256H03",65,90,NA,NA,NA,NA,NA,NA
"P5257","P5257H01",0,28,2.28,NA,3,56,15,29
"P5257","P5257H02",28,58,2.08,NA,9,71,13,16
"P5257","P5257H03",58,80,1.05,NA,2,51,13,36
"P5257","P5257H04",80,110,0.73,NA,3,44,16,39
"P5259","P5259H01",0,22,1.12,NA,0,93,6,1
"P5259","P5259H02",22,45,2.65,NA,4,38,20,43
"P5259","P5259H03",45,65,1.78,NA,16,40,24,36
"P5260","P5260H01",0,19,NA,NA,NA,NA,NA,NA
"P5260","P5260H02",19,41,NA,NA,NA,NA,NA,NA
"P5261","P5261H01",0,32,1.72,NA,3,36,14,50
"P5261","P5261H02",32,70,2.56,NA,3,31,19,50
"P5261","P5261H03",70,100,1.5,NA,2,30,31,39
"P5264","P5264H01",0,27,1.84,NA,4,46,19,35
"P5264","P5264H02",27,63,1.76,NA,3,71,15,14
"P5264","P5264H03",63,90,0.87,NA,2,64,25,11
"P5265","P5265H01",0,30,3.19,NA,6,31,35,34
"P5265","P5265H02",30,55,1.4,NA,4,84,10,6
"P5266","P5266H01",0,35,NA,NA,NA,NA,NA,NA
"P5266","P5266H02",35,60,NA,NA,NA,NA,NA,NA
"P5267","P5267H01",0,22,3.29,NA,11,77,13,10
"P5267","P5267H02",22,61,2.65,NA,7,57,36,7
"P5267","P5267H03",61,79,1.79,NA,4,55,43,3
"P5267","P5267H04",79,100,1.46,NA,8,60,32,8
"P5268","P5268H01",0,20,1.89,NA,1,36,42,22
"P5268","P5268H02",20,43,1.82,NA,0,33,41,26
"P5268","P5268H03",43,85,1.38,NA,0,29,40,31
"P5268","P5268H04",90,130,1.07,NA,0,14,42,44
"P5270","P5270H01",0,25,3.04,NA,0,34,33,34
"P5270","P5270H02",25,35,2.41,NA,0,35,33,31
"P5270","P5270H03",35,53,0.89,NA,0,95,1,4
"P5270","P5270H04",53,78,1.5,NA,0,72,18,10
"P5270","P5270H05",78,100,1.84,NA,0,34,43,22
"P5271","P5271H01",0,20,1.5,NA,5,87,5,8
"P5271","P5271H02",20,47,1.52,NA,3,22,48,30
"P5271","P5271H03",47,85,0.97,NA,3,85,9,6
"P5271","P5271H04",85,120,0.98,NA,1,78,16,7
"P5272","P5272H01",0,45,2.47,NA,2,71,21,9
"P5272","P5272H02",45,70,1.56,NA,4,50,44,6
"P5272","P5272H03",70,100,1.25,NA,8,61,26,13
"P5273","P5273H01",0,32,NA,NA,NA,NA,NA,NA
"P5273","P5273H02",32,52,NA,NA,NA,NA,NA,NA
"P5273","P5273H03",52,100,NA,NA,NA,NA,NA,NA
"P5274","P5274H01",0,30,NA,NA,NA,NA,NA,NA
"P5274","P5274H02",30,55,NA,NA,NA,NA,NA,NA
"P5274","P5274H03",55,85,NA,NA,NA,NA,NA,NA
"P5274","P5274H04",85,100,NA,NA,NA,NA,NA,NA
"P5275","P5275H01",0,23,NA,NA,NA,NA,NA,NA
"P5275","P5275H02",23,42,NA,NA,NA,NA,NA,NA
"P5275","P5275H03",42,70,NA,NA,NA,NA,NA,NA
"P5276","P5276H01",0,25,2.28,NA,2,44,16,40
"P5276","P5276H02",25,60,2.47,NA,2,41,18,41
"P5276","P5276H03",60,78,1.76,NA,4,43,15,42
"P5276","P5276H04",78,96,1.57,NA,2,44,18,38
"P5276","P5276H05",96,110,1.23,NA,0,45,18,38
"P5277","P5277H01",0,20,NA,NA,NA,NA,NA,NA
"P5277","P5277H02",20,45,NA,NA,NA,NA,NA,NA
"P5277","P5277H03",45,70,NA,NA,NA,NA,NA,NA
"P5277","P5277H04",70,105,NA,NA,NA,NA,NA,NA
"P5278","P5278H01",0,37,NA,NA,NA,NA,NA,NA
"P5278","P5278H02",37,55,NA,NA,NA,NA,NA,NA
"P5278","P5278H03",55,75,NA,NA,NA,NA,NA,NA
"P5279","P5279H01",0,26,NA,NA,NA,NA,NA,NA
"P5279","P5279H02",26,55,NA,NA,NA,NA,NA,NA
"P5280","P5280H01",0,22,NA,NA,NA,NA,NA,NA
"P5280","P5280H02",22,55,NA,NA,NA,NA,NA,NA
"P5280","P5280H03",55,100,NA,NA,NA,NA,NA,NA
"P5281","P5281H01",0,20,NA,NA,NA,NA,NA,NA
"P5281","P5281H02",20,48,NA,NA,NA,NA,NA,NA
"P5281","P5281H03",48,87,NA,NA,NA,NA,NA,NA
"P5281","P5281H04",87,120,NA,NA,NA,NA,NA,NA
"P5283","P5283H01",0,35,1.91,NA,1,62,19,19
"P5284","P5284H01",0,21,NA,NA,NA,NA,NA,NA
"P5284","P5284H02",21,35,NA,NA,NA,NA,NA,NA
"P5285","P5285H01",0,18,NA,NA,NA,NA,NA,NA
"P5285","P5285H02",18,38,NA,NA,NA,NA,NA,NA
"P5285","P5285H03",38,60,NA,NA,NA,NA,NA,NA
"P5287","P5287H01",0,20,2.65,NA,16,32,45,23
"P5287","P5287H02",20,45,4.1,NA,31,38,41,21
"P5289","P5289H01",0,23,2.41,NA,6,67,17,17
"P5289","P5289H02",42,72,1.49,NA,1,47,27,26
"P5289","P5289H03",72,105,1.08,NA,1,57,24,19
"P5293","P5293H01",0,28,2.86,NA,5,39,20,41
"P5293","P5293H02",28,50,1.63,NA,2,35,22,44
"P5293","P5293H03",50,81,1.12,NA,3,41,19,40
"P5293","P5293H04",81,100,1.05,NA,5,42,16,42
"P5439","P5439H01",0,20,6.82,NA,1,62,31,7
"P5439","P5439H02",20,60,1.69,NA,1,36,40,24
"P5439","P5439H03",60,80,1.33,NA,0,52,35,13
"P5440","P5440H01",0,20,3.88,NA,3,59,34,7
"P5440","P5440H02",20,70,3.9,NA,18,80,14,6
"P5440","P5440H03",70,100,4.75,NA,4,81,13,6
"P5443","P5443H01",0,15,1.4,NA,5,46,48,6
"P5443","P5443H02",15,45,1.14,NA,2,42,54,4
"P5443","P5443H03",45,115,0.56,NA,1,36,54,10
"P5447","P5447H01",0,30,4.1,NA,0,45,46,9
"P5447","P5447H02",30,50,3.09,NA,35,77,19,4
"P5451","P5451H01",0,20,2.35,NA,7,43,54,4
"P5451","P5451H02",20,53,1.99,NA,27,75,23,3
"P5451","P5451H03",53,74,1.07,NA,71,96,3,1
"P5453","P5453H01",0,15,0.27,NA,6,57,38,6
"P5453","P5453H02",15,70,0.26,NA,6,39,54,7
"P5454","P5454H01",0,20,2.93,NA,20,65,27,7
"P5454","P5454H02",20,57,0.89,NA,11,50,38,12
"P5454","P5454H03",57,95,0.74,NA,4,60,35,5
"P5455","P5455H01",0,20,1.67,NA,17,72,25,2
"P5455","P5455H02",20,45,1.57,NA,8,73,26,2
"P5455","P5455H03",45,100,0.25,NA,36,78,20,3
"P5461","P5461H01",0,17,1.14,NA,24,79,18,3
"P5461","P5461H02",17,64,0.86,NA,32,82,14,3
"P5461","P5461H03",64,80,0.2,NA,5,84,14,2
"P5464","P5464H01",0,20,1.47,NA,3,40,55,5
"P5464","P5464H02",20,50,0.42,NA,32,86,13,2
"P5469","P5469H01",0,15,1.51,NA,15,79,17,4
"P5469","P5469H02",15,45,0.72,NA,13,65,33,3
"P5474","P5474H01",0,15,2.67,NA,55,89,6,5
"P5474","P5474H02",15,35,3.73,NA,40,79,19,2
"P5477","P5477H01",0,33,2.78,NA,6,61,25,15
"P5477","P5477H02",33,100,1.34,NA,1,55,18,27
"P5478","P5478H01",0,20,4.55,NA,4,44,39,18
"P5478","P5478H02",20,65,2.85,NA,6,60,24,16
"P5479","P5479H01",0,30,1.44,NA,31,65,23,13
"P5480","P5480H01",0,26,3.34,1.54,9,70,21,9
"P5480","P5480H02",26,92,1.3,1.34,5,73,16,11
"P5481","P5481H01",0,30,4.3,NA,15,70,21,10
"P5482","P5482H01",0,26,1.82,NA,8,74,13,14
"P5482","P5482H02",26,60,NA,NA,11,63,20,18
"P5482","P5482H03",60,85,NA,NA,4,NA,NA,NA
"P5483","P5483H01",0,18,2.38,NA,9,75,15,11
"P5483","P5483H02",18,38,1.24,NA,28,75,14,11
"P5483","P5483H03",38,102,NA,NA,12,NA,NA,NA
"P5484","P5484H01",0,17,2.26,1.27,7,69,19,12
"P5484","P5484H02",17,78,1.23,1.6,9,70,16,15
"P5485","P5485H01",0,22,3.33,NA,36,68,21,11
"P5485","P5485H02",22,57,2.34,NA,38,71,11,18
"P5485","P5485H03",57,86,NA,NA,33,NA,NA,NA
"P5486","P5486H01",0,26,2.11,1.25,4,74,16,10
"P5486","P5486H02",26,86,1.48,1.52,5,59,22,20
"P5487","P5487H01",0,24,1.92,1.65,6,68,20,12
"P5487","P5487H02",24,90,0.89,1.65,6,66,17,17
"P5488","P5488H01",0,19,3.27,NA,15,59,24,18
"P5488","P5488H02",19,42,1.62,NA,8,56,10,34
"P5488","P5488H03",42,59,NA,NA,NA,NA,NA,NA
"P5489","P5489H01",0,40,2.46,1.53,2,44,24,33
"P5489","P5489H02",40,78,0.77,1.5,6,55,34,11
"P5490","P5490H01",0,14,3.05,1.71,3,60,25,15
"P5490","P5490H02",14,60,2.82,NA,3,57,20,24
"P5491","P5491H01",0,18,1.95,1.38,5,67,18,16
"P5491","P5491H02",18,79,1.24,1.48,1,62,6,32
"P5491","P5491H03",79,105,0.73,NA,4,63,23,15
"P5492","P5492H01",0,30,1.5,1.62,3,83,9,8
"P5492","P5492H02",30,70,0.89,1.64,7,77,17,7
"P5492","P5492H03",70,110,NA,NA,2,NA,NA,NA
"P5493","P5493H01",0,52,2.68,1.49,3,69,16,14
"P5493","P5493H02",52,112,0.87,1.57,10,60,16,24
"P5494","P5494H01",0,18,2.69,1.43,3,69,22,9
"P5494","P5494H02",18,65,1.64,1.69,2,86,12,2
"P5495","P5495H01",0,28,2.03,1.51,1,69,18,13
"P5495","P5495H02",28,102,2.41,1.74,1,62,18,20
"P5496","P5496H01",0,23,0.97,1.47,3,75,14,10
"P5496","P5496H02",23,100,0.95,1.79,1,65,29,6
"P5498","P5498H01",0,30,2.23,1.63,3,68,20,12
"P5498","P5498H02",30,103,0.74,NA,2,60,18,23
"P5499","P5499H01",0,24,3.95,1.41,9,67,21,11
"P5499","P5499H02",24,48,2.66,1.57,10,74,19,8
"P5499","P5499H03",48,75,1.01,NA,17,80,16,4
"P5500","P5500H01",0,35,2.26,NA,4,64,22,14
"P5500","P5500H02",35,66,2.26,NA,5,67,14,19
"P5500","P5500H03",66,122,NA,NA,6,NA,NA,NA
"P5501","P5501H01",0,20,2.82,1.41,11,70,22,8
"P5501","P5501H02",20,96,2.36,1.35,41,73,18,8
"P5503","P5503H01",0,19,4.03,1.34,6,57,30,13
"P5503","P5503H02",19,68,2.21,NA,14,55,35,10
"P5504","P5504H01",0,52,0.85,NA,10,79,13,9
"P5505","P5505H01",0,17,1.31,NA,1,69,18,13
"P5505","P5505H02",17,65,1.09,NA,1,50,18,33
"P5506","P5506H01",0,15,1.77,NA,13,73,19,9
"P5506","P5506H02",15,75,1.01,NA,3,68,14,18
"P5507","P5507H01",0,18,1.91,NA,11,70,19,11
"P5507","P5507H02",18,72,0.86,NA,16,77,11,12
"P5508","P5508H01",0,15,1.71,NA,9,65,17,18
"P5508","P5508H02",15,57,1.35,NA,3,64,14,22
"P5509","P5509H01",0,26,2.22,NA,21,69,20,11
"P5509","P5509H02",26,57,1.26,NA,13,58,20,22
"P5510","P5510H01",0,30,3.58,NA,3,69,22,10
"P5510","P5510H02",30,110,0.95,NA,2,62,15,23
"P5511","P5511H01",0,18,2.17,1.35,2,71,18,11
"P5511","P5511H02",18,52,1.27,1.65,1,77,14,9
"P5511","P5511H03",52,112,1.07,NA,1,61,23,16
"P5512","P5512H01",0,25,1.56,NA,11,65,21,14
"P5514","P5514H01",0,50,1.63,NA,9,71,17,12
"P5515","P5515H01",0,15,2.86,NA,14,62,21,16
"P5515","P5515H02",15,30,1.86,NA,1,58,7,35
"P5515","P5515H03",30,50,NA,NA,1,NA,NA,NA
"P5517","P5517H01",0,20,0.66,NA,7,63,10,27
"P5517","P5517H02",20,40,0.52,NA,0,60,9,31
"P5518","P5518H01",0,18,2.56,1.31,10,74,20,7
"P5518","P5518H02",18,66,1.49,1.32,4,69,21,11
"P5519","P5519H01",0,25,1.8,NA,6,70,23,8
"P5519","P5519H02",25,90,0.89,NA,2,68,20,12
"P5520","P5520H01",0,20,2.47,1.6,9,73,18,9
"P5520","P5520H02",20,55,1.58,1.83,2,NA,NA,NA
"P5521","P5521H01",0,30,2.75,1.4,3,66,19,15
"P5521","P5521H02",30,91,1.05,1.34,7,55,14,32
"P5522","P5522H01",0,25,1.76,1.48,1,74,16,9
"P5522","P5522H02",25,45,1.04,1.62,1,68,20,12
"P5522","P5522H03",45,100,NA,NA,3,NA,NA,NA
"P5523","P5523H01",0,10,1.42,NA,3,76,13,12
"P5523","P5523H02",10,70,0.77,NA,0,61,19,20
"P5524","P5524H01",0,30,1.75,1.67,4,70,18,12
"P5524","P5524H02",30,75,1.16,1.6,2,70,19,12
"P5525","P5525H01",0,30,1.83,NA,3,76,16,9
"P5525","P5525H02",30,71,1.61,NA,7,68,18,15
"P5526","P5526H01",0,15,2.66,1.44,18,76,14,10
"P5526","P5526H02",15,50,1.07,1.51,8,67,16,17
"P5528","P5528H01",0,12,2.19,NA,6,63,16,22
"P5528","P5528H02",12,49,2.1,NA,4,53,16,32
"P5529","P5529H01",0,20,1.7,NA,5,71,18,12
"P5529","P5529H02",20,71,1.32,NA,2,54,24,22
"P5529","P5529H03",71,118,NA,NA,3,NA,NA,NA
"P5530","P5530H01",0,20,2.23,1.38,7,79,10,12
"P5530","P5530H02",20,59,2.01,1.58,3,NA,NA,NA
"P5530","P5530H03",59,90,2.77,NA,3,NA,NA,NA
"P5530","P5530H04",90,121,1.61,NA,7,NA,NA,NA
"P5531","P5531H01",0,30,2.02,NA,3,59,13,27
"P5531","P5531H02",30,52,0.83,NA,0,61,16,24
"P5532","P5532H01",0,15,5.42,1,4,66,26,8
"P5532","P5532H02",15,72,2.1,1.55,20,77,19,5
"P5533","P5533H01",0,18,2.52,NA,1,66,27,8
"P5533","P5533H02",18,49,1.87,NA,2,60,20,20
"P5533","P5533H03",49,110,2.26,NA,4,NA,NA,NA
"P5534","P5534H01",0,20,1.4,NA,6,77,17,5
"P5535","P5535H01",0,17,3.92,NA,17,63,27,10
"P5535","P5535H01",0,17,3.92,NA,17,63,27,10
"P5536","P5536H01",0,29,1.75,NA,17,77,16,7
"P5537","P5537H01",0,28,1.41,NA,8,69,18,13
"P5538","P5538H01",0,25,3.55,NA,8,70,18,12
"P5539","P5539H01",0,26,2.84,NA,8,63,21,16
"P5540","P5540H01",0,30,1.01,NA,5,67,19,14
"P5541","P5541H01",0,20,1.99,NA,14,78,12,10
"P5542","P5542H01",0,29,2.37,NA,13,80,12,8
"P5543","P5543H01",0,19,1.37,NA,10,85,8,7
"P5544","P5544H01",0,22,1.22,NA,11,77,13,10
"P5545","P5545H01",2,21,5.57,NA,16,62,34,4
"P5546","P5546H01",2,16,9.26,NA,23,76,20,4
"P5547","P5547H01",0,29,9.96,NA,NA,NA,NA,NA
"P5547","P5547H01",0,29,9.96,NA,3,76,20,4
"P5547","P5547H01",0,29,NA,NA,NA,NA,NA,NA
"P5547","P5547H01",0,29,NA,NA,3,76,20,4
"P5547","P5547H02",29,53,NA,NA,9,77,17,7
"P5547","P5547H02",29,53,4.58,NA,9,77,17,7
"P5555","P5555H01",0,20,NA,NA,0,67,25,8
"P5560","P5560H01",0,16,NA,NA,7,75,19,7
"P5562","P5562H01",0,16,2.01,NA,6,73,23,4
"P5566","P5566H01",0,20,1.71,NA,0,39,41,20
"P5569","P5569H01",0,13,1.67,NA,0,49,40,11
"P5573","P5573H01",0,18,1.56,NA,0,42,41,17
"P5585","P5585H01",0,13,1.51,NA,13,70,27,4
"P5588","P5588H01",0,30,1.71,NA,20,90,9,1
"P5589","P5589H01",0,40,NA,NA,0,52,40,9
"P5597","P5597H01",0,29,3.47,NA,20,61,26,13
"P5597","P5597H02",29,65,1.73,NA,27,59,21,20
"P5599","P5599H01",0,31,1.2,NA,1,70,19,11
"P5599","P5599H02",31,64,0.96,NA,1,67,21,11
"P5599","P5599H03",64,97,0.85,NA,2,67,21,12
"P5599","P5599H04",97,140,0.65,NA,1,67,21,12
"P5602","P5602H01",0,20,1.27,NA,22,79,11,10
"P5603","P5603H01",0,30,2.11,NA,10,78,11,10
"P5603","P5603H02",30,60,1.01,NA,6,81,4,15
"P5604","P5604H01",0,20,1.29,NA,20,71,15,13
"P5605","P5605H01",0,21,1.19,NA,1,81,13,6
"P5605","P5605H02",21,51,0.97,NA,0,77,15,8
"P5605","P5605H03",51,76,0.57,NA,2,84,8,8
"P5605","P5605H04",76,110,0.4,NA,1,86,10,4
"P5609","P5609H01",0,30,0.82,NA,0,63,21,15
"P5609","P5609H02",30,70,1.39,NA,0,62,23,15
"P5609","P5609H03",70,98,1.01,NA,0,28,43,29
"P5609","P5609H04",98,135,1.36,NA,1,12,37,51
"P5613","P5613H01",0,20,1.67,NA,7,93,3,5
"P5613","P5613H02",20,48,0.83,NA,12,87,8,5
"P5615","P5615H01",0,25,1.79,NA,14,69,24,7
"P5616","P5616H01",0,30,1.06,2.73,6,84,12,4
"P5616","P5616H02",30,55,1.07,NA,12,87,8,5
"P5616","P5616H03",55,160,0.26,NA,55,97,1,2
"P5617","P5617H01",0,20,2.18,NA,0,31,59,10
"P5617","P5617H02",20,95,1.3,NA,0,58,28,14
"P5618","P5618H01",0,20,2.37,NA,15,85,9,6
"P5618","P5618H02",20,37,0.98,NA,79,97,2,2
"P5619","P5619H01",0,20,3.07,NA,5,51,38,12
"P5619","P5619H02",20,40,2.07,NA,23,69,20,11
"P5621","P5621H01",0,25,1.35,2.74,0,89,7,5
"P5621","P5621H02",25,61,0.46,2.71,0,91,2,8
"P5622","P5622H01",0,20,1.65,2.81,0,62,33,6
"P5622","P5622H02",20,70,1.4,NA,0,28,59,13
"P5623","P5623H01",0,25,1.13,NA,0,67,27,7
"P5623","P5623H02",25,60,0.61,2.77,0,70,20,11
"P5625","P5625H01",0,20,1.1,NA,0,79,17,4
"P5627","P5627H01",0,30,1.15,2.67,7,76,19,5
"P5627","P5627H02",30,42,0.66,2.72,3,85,9,5
"P5627","P5627H03",42,100,1.09,2.76,0,59,31,11
"P5627","P5627H04",100,116,0.77,NA,20,85,13,3
"P5627","P5627H05",116,140,0.73,NA,5,76,17,7
"P5628","P5628H01",0,17,1.68,NA,25,76,13,11
"P5628","P5628H02",17,53,0.9,NA,25,79,13,8
"P5628","P5628H03",53,70,0.57,NA,50,89,9,3
"P5628","P5628H04",70,90,0.68,NA,41,79,17,4
"P5628","P5628H05",90,123,0.87,NA,47,93,5,2
"P5628","P5628H06",123,178,0.66,NA,6,77,13,11
"P5629","P5629H01",0,20,1.58,2.7,0,63,28,9
"P5629","P5629H02",20,40,0.82,2.69,0,56,34,11
"P5629","P5629H03",40,60,0.57,NA,0,87,9,4
"P5629","P5629H04",60,140,0.71,NA,0,47,42,11
"P5629","P5629H05",140,170,0.85,NA,0,45,44,11
"P5630","P5630H01",0,25,1.7,2.78,0,58,33,10
"P5630","P5630H02",25,50,0.86,2.8,0,79,15,7
"P5631","P5631H01",0,27,1.66,2.72,9,70,23,7
"P5631","P5631H02",27,53,0.25,NA,40,99,1,1
"P5639","P5639H01",0,10,12.69,NA,NA,44,41,15
"P5640","P5640H01",0,6,5.09,NA,9,61,27,12
"P5640","P5640H02",6,35,2.42,NA,10,69,16,15
"P5641","P5641H01",0,13,9.28,NA,45,78,20,1
"P5641","P5641H02",13,33,5.77,NA,66,96,2,2
"P5643","P5643H01",0,13,6.56,NA,25,57,30,12
"P5645","P5645H01",0,22,6.85,NA,11,53,36,11
"P5798","P5798H01",0,8,1.92,NA,18,89,9,2
"P5799","P5799H01",0,11,11.59,NA,16,76,9,15
"P5799","P5799H02",11,26,8.73,NA,19,52,42,6
"P5799","P5799H03",26,45,4.37,NA,38,65,29,6
"P5799","P5799H04",45,75,2.38,NA,29,86,11,3
"P5799","P5799H05",75,102,0.75,NA,46,100,NA,NA
"P5800","P5800H01",0,15,11.69,NA,13,64,32,4
"P5801","P5801H01",0,7,5.83,NA,20,40,55,5
"P5801","P5801H02",7,17,4.54,NA,21,38,57,5
"P5801","P5801H03",17,70,1.08,NA,37,53,38,9
"P5801","P5801H04",70,103,0.95,NA,44,55,37,8
"P5802","P5802H01",0,15,3.28,NA,40,59,30,11
"P5802","P5802H02",15,40,1.06,NA,55,36,35,29
"P5803","P5803H01",0,12,11.49,NA,1,48,47,4
"P5804","P5804H01",0,28,2.52,1.39,14,51,26,24
"P5804","P5804H02",28,72,1.74,1.62,18,31,16,53
"P5804","P5804H03",72,100,0.7,NA,12,26,16,59
"P5804","P5804H04",100,118,0.03,NA,7,33,13,54
"P5805","P5805H01",0,33,1.74,1.4,5,51,28,21
"P5805","P5805H02",33,70,1.03,1.41,10,33,21,46
"P5805","P5805H03",70,105,1,NA,3,28,21,51
"P5805","P5805H04",105,125,0.61,NA,0,25,21,54
"P5806","P5806H01",0,30,3.18,NA,9,54,20,27
"P5806","P5806H02",30,70,0.68,NA,4,42,17,41
"P5806","P5806H03",70,95,0.65,NA,14,56,15,30
"P5806","P5806H04",95,110,0.6,NA,32,62,12,27
"P5807","P5807H01",0,30,3.11,1.46,9,57,22,21
"P5807","P5807H02",30,65,1.54,1.46,5,53,19,28
"P5807","P5807H03",65,100,1.06,NA,4,36,25,38
"P5807","P5807H04",100,120,0.64,NA,4,34,22,45
"P5808","P5808H01",0,35,3.07,NA,8,50,23,27
"P5808","P5808H02",35,70,1.14,NA,8,39,20,41
"P5808","P5808H03",70,100,0.77,NA,12,41,20,39
"P5809","P5809H01",0,28,2.27,1.5,18,64,21,15
"P5809","P5809H02",28,63,0.89,1.52,4,24,16,60
"P5809","P5809H03",63,100,0.69,NA,7,40,16,55
