"ProfID","X","Y","soiltype","Land.Cover"
"P3263",590817,4561151,"Cambisol",23
"P3264",554225,4566290,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",29
"P3265",553743,4565129,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",29
"P3266",554781,4564659,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",25
"P3267",556747,4565598,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",19
"P3268",555659,4563485,"Complex of Chromic Luvisol on saprolite and Regosol",19
"P3269",557241,4562829,"Complex of Mollic and Umbric Leptosol and Regosol",20
"P3270",558218,4564140,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P3271",558131,4562731,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",29
"P3272",560949,4564412,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",29
"P3273",560229,4562746,"Complex of Regosol and Leptosol",18
"P3274",553796,4562273,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",25
"P3275",555721,4560258,"Complex of Mollic and Umbric Leptosol and Regosol",18
"P3276",556982,4560110,"Complex of Mollic and Umbric Leptosol and Regosol",24
"P3277",558687,4559307,"Complex of Mollic and Umbric Leptosol and Regosol",19
"P3278",561703,4560555,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",22
"P3279",561852,4559072,NA,18
"P3280",562989,4560258,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P3281",564151,4560963,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",29
"P3282",556759,4558268,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",20
"P3283",552767,4556464,"Complex of Regosol and Leptosol",20
"P3284",555276,4556353,"Complex of Regosol and Leptosol",27
"P3285",556438,4556488,"Complex of Mollic and Umbric Leptosol and Regosol",18
"P3286",558737,4557453,"Complex of Regosol and Leptosol",19
"P3287",562618,4558380,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21
"P3288",563014,4556699,"Complex of Rendzic Leptosol and Leptosol",18
"P3289",565115,4557996,NA,25
"P3290",564880,4556847,"Complex of Rendzic Leptosol and Leptosol",18
"P3291",551160,4554449,"Complex of Mollic and Umbric Leptosol and Regosol",29
"P3292",552952,4555586,"Complex of Regosol and Leptosol",27
"P3293",553212,4553114,"Complex of Mollic and Umbric Leptosol and Regosol",18
"P3294",554955,4553880,"Complex of Mollic and Umbric Leptosol and Regosol",19
"P3295",560344,4553806,"Complex of Vertisol, Regosol and Leptosol",26
"P3296",559763,4552694,"Complex of Vertisol, Regosol and Leptosol",20
"P3297",550665,4552570,"Complex of Mollic and Umbric Leptosol and Regosol",18
"P3298",551827,4552138,"Complex of Mollic and Umbric Leptosol and Regosol",18
"P3299",553789,4551505,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P3300",555869,4551015,"Complex of Regosol and Leptosol",27
"P3301",556490,4551296,"Complex of Mollic and Umbric Leptosol and Regosol",27
"P3302",551579,4550587,"Complex of Regosol and Vertisol",25
"P3303",553294,4549401,"Complex of Regosol and Vertisol",26
"P3304",554870,4549642,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",24
"P3305",557827,4549864,"Complex of Regosol and Vertisol",23
"P3306",559338,4549883,"Complex of Regosol and Leptosol",26
"P3307",559375,4551765,"Complex of Vertisol, Regosol and Leptosol",23
"P3308",554045,4544376,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",20
"P3309",553229,4543746,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P3310",553034,4542494,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",29
"P3311",553470,4540686,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21
"P3312",552728,4539250,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P3313",552460,4537915,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P3314",550772,4536552,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",18
"P3315",549873,4534336,"Fluvisol",12
"P3316",551505,4535254,"Fluvisol",13
"P3317",552617,4535430,"Fluvisol",20
"P3318",553155,4534540,"Complex of Regosol and Leptosol",26
"P3319",554824,4535412,"Complex of Regosol and Leptosol",20
"P3320",557373,4538869,"Complex of Regosol and Leptosol",23
"P3321",557568,4537915,"Complex of Regosol and Leptosol",26
"P3322",559755,4537599,"Complex of Regosol and Leptosol",27
"P3323",553099,4532584,"Complex of Regosol and Leptosol",29
"P3324",551737,4529775,"Complex of Regosol and Leptosol",18
"P3325",552923,4530647,"Complex of Mollic and Umbric Leptosol and Regosol",25
"P3326",552219,4529200,"Complex of Regosol and Leptosol",18
"P3327",554175,4530619,"Complex of Mollic and Umbric Leptosol and Regosol",18
"P3328",555213,4536265,"Complex of Regosol and Leptosol",23
"P3329",559051,4540779,"Complex of Regosol and Vertisol",29
"P3331",560961,4536172,"Cambisol",23
"P3332",561721,4534188,"Cambisol",25
"P3333",562657,4535514,"Cambisol",25
"P3334",563074,4536682,"Cambisol",23
"P3335",564715,4535782,"Cambisol",24
"P3336",563371,4538953,"Cambisol",25
"P3337",565744,4537878,"Complex of Mollic and Umbric Leptosol",25
"P3338",565373,4538666,"Complex of Mollic and Umbric Leptosol",25
"P3339",563510,4540909,"Cambisol",23
"P3340",564502,4539546,"Cambisol",24
"P3341",565670,4540575,"Cambisol",25
"P3342",566727,4539213,"Cambisol",24
"P3343",563250,4542865,"Complex of Regosol and Vertisol",29
"P3344",563408,4544200,"Complex of Regosol and Vertisol",28
"P3345",564418,4544228,"Cambisol",23
"P3346",561396,4545563,"Complex of Regosol and Leptosol",28
"P3347",564085,4546870,"Complex of Regosol and Vertisol",29
"P3348",562824,4547945,"Complex of Mollic and Umbric Leptosol",18
"P3349",565151,4548418,"Complex of Regosol and Vertisol",20
"P3350",567292,4547361,"Complex of Mollic and Umbric Leptosol",29
"P3351",568896,4546545,"Cambisol",24
"P3352",561647,4549234,"Complex of Vertisol, Regosol and Leptosol",20
"P3353",564817,4550624,"Complex of Vertisol, Regosol and Leptosol",18
"P3354",567765,4553711,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",26
"P3355",566514,4555362,"Complex of Rendzic Leptosol and Leptosol",20
"P3356",568136,4555862,"Complex of Rendzic Leptosol and Leptosol",29
"P3357",567431,4557559,NA,25
"P3358",568562,4556511,"Complex of Vertisol, Regosol and Leptosol",27
"P3359",568701,4557364,"Complex of Vertisol, Regosol and Leptosol",18
"P3360",567135,4559070,"Complex of Rendzic Leptosol and Leptosol",28
"P3361",568757,4558699,NA,29
"P3362",569740,4559348,"Complex of Mollic and Umbric Leptosol and Regosol",22
"P3363",566829,4562704,"Chromic Luvisol on hard limestones",29
"P3364",568331,4562685,"Vertisol",21
"P3365",568980,4561406,"Complex of Chromic Luvisol on saprolite and Regosol",20
"P3366",569276,4563696,"Complex of Chromic Luvisol on saprolite and Regosol",29
"P3367",567737,4564632,"Chromic Luvisol on hard limestones",24
"P3368",568553,4566375,"Complex of Chromic Luvisol on saprolite and Regosol",23
"P3369",551463,4557666,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21
"P3370",559736,4547952,"Complex of Mollic and Umbric Leptosol",18
"P3371",556712,4561207,"Complex of Chromic Luvisol on saprolite and Regosol",22
"P3372",568755,4565680,"Complex of Regosol and Vertisol",23
"P3373",529509,4568458,"Mollic Fluvisol",12
"P3374",529802,4567965,"Mollic Fluvisol",12
"P3375",530099,4567989,"Mollic Fluvisol",12
"P3376",530052,4567371,"Mollic Fluvisol",12
"P3377",530420,4567359,"Mollic Fluvisol",12
"P3378",530530,4567879,"Gleysol",12
"P3379",531003,4567430,"Gleysol",13
"P3380",530600,4566585,"Mollic Fluvisol",13
"P3381",531022,4566389,"Mollic Fluvisol",13
"P3382",531699,4566468,"Mollic Fluvisol",13
"P3383",532645,4566820,"Mollic Fluvisol",12
"P3384",533474,4566788,"Mollic Fluvisol",14
"P3385",531601,4566116,"Fluvisol",13
"P3386",531656,4565662,"Fluvisol",13
"P3387",532602,4566468,"Mollic Fluvisol",12
"P3388",533036,4566546,"Mollic Fluvisol",12
"P3390",534190,4566162,"Mollic Fluvisol",19
"P3391",532915,4565897,"Mollic Fluvisol",13
"P3392",533306,4565881,"Fluvisol",13
"P3393",532258,4565333,"Fluvisol",13
"P3394",532708,4565439,"Fluvisol",13
"P3395",533944,4564743,"Mollic Fluvisol",12
"P3396",533909,4565724,"Mollic Fluvisol",18
"P3397",534832,4565239,"Fluvisol",12
"P3398",538784,4566459,"Fluvisol",12
"P3399",539327,4565740,"Fluvisol",12
"P3400",538179,4564926,"Fluvisol",12
"P3401",538033,4564478,"Fluvisol",12
"P3402",534413,4565670,"Fluvisol",12
"P3403",535363,4564571,"Fluvisol",12
"P3404",534875,4564160,"Fluvisol",12
"P3405",536040,4564477,"Fluvisol",12
"P3406",536232,4565110,"Fluvisol",5
"P3407",537010,4564215,"Mollic Fluvisol",12
"P3408",535301,4565369,"Fluvisol",12
"P3409",535061,4563469,"Fluvisol",12
"P3410",535937,4563735,"Fluvisol",12
"P3411",535245,4562569,"Fluvisol",13
"P3412",535851,4562448,"Fluvisol",13
"P3413",536895,4563844,"Fluvisol",15
"P3414",536316,4562792,"Fluvisol",13
"P3415",536528,4562155,"Fluvisol",13
"P3418",537486,4562315,"Planosol",12
"P3419",535730,4561861,"Fluvisol",13
"P3420",536316,4561079,"Fluvisol",13
"P3424",535773,4560758,"Mollic Fluvisol",13
"P3425",537236,4560840,"Fluvisol",12
"P3426",537189,4561232,"Fluvisol",13
"P3428",536743,4561857,"Fluvisol",13
"P3429",537279,4563101,"Mollic Vertic Gleysol",17
"P3430",537509,4563903,"Mollic Vertic Gleysol",13
"P3432",537724,4561451,"Mollic Fluvisol",12
"P3434",538291,4561748,"Albic Luvisol",12
"P3435",538530,4564259,"Mollic Fluvisol",12
"P3436",539191,4564548,"Mollic Fluvisol",12
"P3437",538722,4564853,"Fluvisol",12
"P3438",540028,4564908,"Fluvisol",12
"P3439",540192,4565209,"Fluvisol",12
"P3440",540955,4564317,"Fluvisol",12
"P3441",541628,4563989,"Fluvisol",12
"P3442",539922,4563922,"Fluvisol",12
"P3443",540278,4563844,"Fluvisol",5
"P3444",537896,4562995,"Complex of Solonchak and Solonetz",12
"P3445",538483,4563832,"Complex of Solonchak and Solonetz",12
"P3446",538495,4563535,"Complex of Solonchak and Solonetz",18
"P3447",538405,4562800,"Complex of Solonchak and Solonetz",12
"P3448",539211,4562710,"Complex of Solonchak and Solonetz",12
"P3449",539023,4563222,"Complex of Solonchak and Solonetz",18
"P3450",539226,4564126,"Complex of Solonchak and Solonetz",12
"P3451",539699,4563293,"Complex of Solonchak and Solonetz",16
"P3452",540521,4563277,"Complex of Solonchak and Solonetz",2
"P3453",541878,4562894,"Mollic Fluvisol",3
"P3454",540579,4562479,"Mollic Vertic Gleysol",12
"P3455",542328,4562186,"Mollic Vertic Gleysol",12
"P3456",541002,4561795,"Fluvisol",12
"P3457",541655,4562080,"Fluvisol",12
"P3458",542175,4561580,"Fluvisol",12
"P3459",541952,4561083,"Fluvisol",12
"P3460",542359,4561322,"Fluvisol",12
"P3461",542277,4560485,"Fluvisol",12
"P3462",541150,4560356,"Fluvisol",12
"P3463",541080,4561423,"Fluvisol",12
"P3466",539688,4562839,"Albic Luvisol",12
"P3467",538796,4562495,"Mollic Fluvisol",20
"P3468",539566,4562131,"Mollic Fluvisol",12
"P3469",538804,4562057,"Mollic Fluvisol",14
"P3471",539066,4561478,"Albic Luvisol",12
"P3473",536348,4560191,"Fluvisol",13
"P3474",536293,4559597,"Fluvisol",13
"P3475",537853,4560535,"Mollic Fluvisol",14
"P3476",538706,4560590,"Mollic Fluvisol",12
"P3477",537083,4560086,"Mollic Fluvisol",14
"P3478",537310,4559906,"Mollic Fluvisol",20
"P3479",537580,4559296,"Mollic Fluvisol",20
"P3480",537075,4558948,"Mollic Fluvisol",13
"P3481",536919,4558337,"Mollic Fluvisol",13
"P3482",537654,4557813,"Mollic Fluvisol",13
"P3483",537384,4558146,"Mollic Fluvisol",13
"P3484",536790,4557860,"Mollic Fluvisol",13
"P3485",536309,4558111,"Mollic Fluvisol",13
"P3486",535792,4560140,"Mollic Fluvisol",13
"P3487",535476,4559722,"Mollic Fluvisol",13
"P3488",535092,4559315,"Mollic Vertic Gleysol",13
"P3489",535229,4558764,"Mollic Fluvisol",13
"P3490",535401,4559135,"Mollic Fluvisol",13
"P3491",535632,4558858,"Mollic Fluvisol",13
"P3492",535386,4557962,"Mollic Fluvisol",13
"P3493",535828,4557856,"Mollic Fluvisol",13
"P3494",536477,4557293,"Mollic Fluvisol",13
"P3495",537392,4557164,"Mollic Fluvisol",12
"P3496",537900,4557262,"Mollic Fluvisol",12
"P3497",535953,4556605,"Mollic Fluvisol",13
"P3498",537814,4556804,"Gleysol",12
"P3499",536152,4556073,"Mollic Fluvisol",13
"P3500",536981,4555991,"Mollic Fluvisol",12
"P3501",537322,4556241,"Mollic Fluvisol",12
"P3502",538479,4556053,"Mollic Fluvisol",12
"P3503",538831,4556894,"Mollic Fluvisol",12
"P3504",539214,4557113,"Mollic Fluvisol",12
"P3505",539406,4557743,"Mollic Fluvisol",12
"P3507",541538,4557680,"Mollic Fluvisol",12
"P3508",540951,4557716,"Fluvisol",12
"P3509",538307,4558787,"Mollic Vertic Gleysol",12
"P3510",538784,4558310,"Mollic Fluvisol",12
"P3511",538706,4559284,"Mollic Fluvisol",12
"P3512",539477,4560344,"Mollic Fluvisol",12
"P3513",539093,4559601,"Mollic Fluvisol",12
"P3514",539660,4559358,"Albic Luvisol",12
"P3517",539410,4558905,"Mollic Vertic Gleysol",12
"P3518",540329,4558603,"Mollic Vertic Gleysol",11
"P3519",539398,4558349,"Albic Luvisol",12
"P3520",538600,4557661,"Complex of Solonchak and Solonetz",12
"P3521",537977,4561219,"Fluvisol",12
"P3522",538728,4560163,"Fluvisol",12
"P3523",539371,4560676,"Fluvisol",12
"P3524",540101,4560442,"Fluvisol",17
"P3525",540744,4558773,"Fluvisol",5
"P3526",541581,4559532,"Fluvisol",12
"P3527",541683,4560189,"Fluvisol",12
"P3528",542617,4559911,"Mollic Fluvisol",12
"P3529",543286,4560071,"Mollic Fluvisol",12
"P3530",542453,4559160,"Fluvisol",12
"P3531",542374,4558464,"Fluvisol",12
"P3532",543323,4558604,"Fluvisol",12
"P3534",543513,4559181,"Fluvisol",12
"P3535",543739,4557529,"Fluvisol",12
"P3536",542664,4557589,"Complex of Solonchak and Solonetz",12
"P3537",541297,4556597,"Planosol",12
"P3538",542204,4556871,"Planosol",16
"P3539",542677,4556969,"Fluvisol",12
"P3540",543530,4556609,"Fluvisol",15
"P3541",542509,4555964,"Mollic Fluvisol",20
"P3542",543199,4555371,"Fluvisol",12
"P3543",542684,4554773,"Fluvisol",12
"P3544",542640,4554042,"Fluvisol",12
"P3545",541827,4554148,"Fluvisol",14
"P3546",541296,4554729,"Fluvisol",12
"P3547",541546,4555151,"Mollic Fluvisol",12
"P3548",541971,4553318,"Mollic Fluvisol",14
"P3549",540909,4553327,"Fluvisol",12
"P3550",540322,4553101,"Mollic Fluvisol",18
"P3551",540721,4553951,"Mollic Fluvisol",12
"P3552",540361,4554506,"Mollic Fluvisol",12
"P3553",538976,4556233,"Mollic Fluvisol",12
"P3554",539466,4555814,"Mollic Fluvisol",12
"P3555",539794,4555309,"Mollic Fluvisol",18
"P3556",540686,4555773,"Mollic Fluvisol",12
"P3557",541000,4555494,"Mollic Fluvisol",12
"P3558",541771,4555864,"Mollic Fluvisol",16
"P3559",540129,4556694,"Mollic Fluvisol",12
"P3562",540318,4552099,"Fluvisol",12
"P3563",541046,4551943,"Fluvisol",12
"P3564",539843,4550823,"Fluvisol",12
"P3565",539268,4550603,"Mollic Vertic Gleysol",12
"P3566",539333,4551412,"Mollic Vertic Gleysol",12
"P3567",539835,4551462,"Mollic Vertic Gleysol",12
"P3568",538743,4551656,"Mollic Vertic Gleysol",13
"P3569",539327,4552172,"Mollic Vertic Gleysol",13
"P3570",539433,4552990,"Mollic Vertic Gleysol",13
"P3571",539579,4553932,"Complex of Solonchak and Solonetz",12
"P3572",537678,4555901,"Mollic Fluvisol",12
"P3573",537823,4555071,"Mollic Fluvisol",12
"P3574",538182,4555388,"Mollic Fluvisol",12
"P3575",538734,4555307,"Mollic Fluvisol",12
"P3576",538664,4554787,"Mollic Fluvisol",12
"P3577",537826,4554253,"Mollic Fluvisol",12
"P3578",538083,4554554,"Mollic Fluvisol",12
"P3579",538897,4554143,"Mollic Fluvisol",12
"P3580",538796,4553399,"Mollic Fluvisol",13
"P3581",538074,4553382,"Mollic Fluvisol",13
"P3582",538455,4552810,"Mollic Fluvisol",13
"P3583",538059,4552434,"Mollic Fluvisol",13
"P3584",538098,4551829,"Mollic Fluvisol",13
"P3585",538325,4550740,"Mollic Fluvisol",12
"P3586",538725,4550269,"Mollic Fluvisol",12
"P3587",539324,4549904,"Mollic Fluvisol",16
"P3588",536283,4555449,"Fluvisol",14
"P3589",537090,4555081,"Fluvisol",12
"P3590",537237,4554565,"Fluvisol",12
"P3591",537571,4552314,"Mollic Fluvisol",12
"P3592",538029,4551384,"Mollic Fluvisol",13
"P3593",537309,4551580,"Fluvisol",13
"P3594",536816,4551872,"Fluvisol",12
"P3595",536880,4553175,"Fluvisol",14
"P3596",535772,4554044,"Fluvisol",13
"P3598",536350,4554158,"Fluvisol",12
"P3599",536555,4554657,"Fluvisol",12
"P3600",535182,4555726,"Fluvisol",13
"P3601",535411,4556785,"Fluvisol",13
"P3602",535376,4557134,"Fluvisol",13
"P3603",534859,4558201,"Fluvisol",13
"P3604",535250,4558397,"Fluvisol",13
"P3605",534423,4558006,"Mollic Fluvisol",13
"P3606",534403,4557517,"Mollic Fluvisol",13
"P3607",534482,4556028,"Mollic Fluvisol",13
"P3608",534654,4555722,"Mollic Fluvisol",13
"P3609",534278,4555154,"Mollic Fluvisol",13
"P3610",534652,4554847,"Mollic Fluvisol",13
"P3611",534067,4555883,"Mollic Fluvisol",13
"P3612",534491,4553643,"Mollic Fluvisol",13
"P3613",534940,4553898,"Mollic Fluvisol",13
"P3614",535431,4553271,"Mollic Fluvisol",13
"P3615",535983,4553333,"Mollic Fluvisol",13
"P3616",536429,4553212,"Mollic Fluvisol",13
"P3617",535008,4552372,"Fluvisol",11
"P3618",535695,4552587,"Fluvisol",13
"P3619",535006,4551762,"Fluvisol",13
"P3620",534991,4550693,"Fluvisol",13
"P3621",535356,4550453,"Fluvisol",13
"P3622",535244,4549290,"Mollic Vertic Gleysol",13
"P3623",534036,4548968,"Mollic Vertic Gleysol",12
"P3624",534137,4548271,"Mollic Vertic Gleysol",12
"P3625",534148,4547750,"Fluvisol",14
"P3626",536378,4552202,"Mollic Fluvisol",12
"P3627",535785,4551114,"Mollic Fluvisol",13
"P3628",535630,4550741,"Mollic Fluvisol",13
"P3629",536959,4550806,"Mollic Fluvisol",13
"P3630",537589,4550632,"Mollic Fluvisol",12
"P3631",537249,4549958,"Mollic Fluvisol",13
"P3632",535870,4548981,"Gleysol",13
"P3633",536260,4549453,"Gleysol",13
"P3634",536422,4548644,"Gleysol",13
"P3635",536850,4548474,"Gleysol",13
"P3636",537689,4549365,"Gleysol",13
"P3637",536258,4547940,"Gleysol",13
"P3638",536747,4547482,"Gleysol",13
"P3639",537211,4546861,"Gleysol",13
"P3640",536408,4546287,"Gleysol",13
"P3641",536638,4545839,"Gleysol",13
"P3642",535725,4545312,"Gleysol",13
"P3644",536419,4545208,"Gleysol",13
"P3645",537248,4544436,"Gleysol",13
"P3647",536165,4542646,"Gleysol",13
"P3648",536664,4543200,"Gleysol",13
"P3649",536763,4542804,"Gleysol",13
"P3650",536617,4541945,"Gleysol",13
"P3651",537646,4543092,"Gleysol",13
"P3652",538365,4543464,"Gleysol",12
"P3653",538822,4543335,"Gleysol",12
"P3654",539157,4543048,"Gleysol",12
"P3655",538168,4542608,"Gleysol",13
"P3656",538943,4542030,"Gleysol",12
"P3658",536385,4541520,"Gleysol",13
"P3659",537241,4540748,"Gleysol",13
"P3660",538086,4541065,"Gleysol",13
"P3661",538104,4541989,"Gleysol",13
"P3662",538611,4540719,"Gleysol",13
"P3663",537567,4539504,"Gleysol",13
"P3664",537549,4539032,"Gleysol",13
"P3665",537588,4538273,"Gleysol",13
"P3666",538989,4539815,"Gleysol",13
"P3667",537416,4548158,"Mollic Fluvisol",12
"P3668",537807,4548101,"Mollic Fluvisol",12
"P3669",537578,4547496,"Mollic Fluvisol",12
"P3670",538329,4547976,"Gleysol",12
"P3671",540503,4551151,"Chromic Luvisol on saprolite",12
"P3672",540613,4550620,"Chromic Luvisol on saprolite",12
"P3673",541374,4550536,"Chromic Luvisol on saprolite",12
"P3675",538868,4549428,"Chromic Luvisol on saprolite",12
"P3676",539150,4548630,"Chromic Luvisol on saprolite",12
"P3677",539857,4548243,"Chromic Luvisol on saprolite",12
"P3678",538962,4547897,"Chromic Luvisol on saprolite",12
"P3679",540869,4548451,"Mollic Fluvisol",12
"P3680",540924,4548070,"Chromic Luvisol on saprolite",12
"P3681",539965,4547137,"Chromic Luvisol on saprolite",12
"P3682",541012,4547272,"Fluvisol",12
"P3683",540165,4546398,"Fluvisol",12
"P3684",541341,4546492,"Fluvisol",4
"P3685",539024,4545878,"Fluvisol",12
"P3686",539888,4545988,"Mollic Fluvisol",12
"P3687",540689,4545914,"Fluvisol",8
"P3688",539197,4544713,"Fluvisol",11
"P3689",539246,4545315,"Mollic Fluvisol",12
"P3690",539288,4543879,"Fluvisol",12
"P3691",539864,4543168,"Fluvisol",12
"P3692",539857,4542348,"Fluvisol",12
"P3693",540234,4540775,"Fluvisol",13
"P3694",537879,4540459,"Gleysol",13
"P3695",538571,4539641,"Gleysol",13
"P3696",538551,4539151,"Gleysol",13
"P3697",539055,4538723,"Gleysol",13
"P3698",539583,4538949,"Gleysol",13
"P3699",539703,4538597,"Gleysol",13
"P3700",540008,4538136,"Gleysol",13
"P3701",540440,4538526,"Gleysol",13
"P3702",540058,4537379,"Mollic Fluvisol",13
"P3703",539193,4537758,"Fluvisol",13
"P3704",540108,4536502,"Fluvisol",13
"P3705",540900,4536737,"Fluvisol",13
"P3706",540325,4536139,"Fluvisol",13
"P3707",540727,4536086,"Mollic Fluvisol",18
"P3708",539190,4535760,"Fluvisol",14
"P3709",539161,4536892,"Mollic Fluvisol",13
"P3710",538735,4537769,"Mollic Fluvisol",13
"P3711",538788,4537212,"Mollic Fluvisol",13
"P3712",538574,4536734,"Mollic Fluvisol",15
"P3714",537427,4536813,"Mollic Fluvisol",18
"P3715",537020,4537529,"Mollic Fluvisol",14
"P3716",536588,4537611,"Mollic Fluvisol",13
"P3717",537204,4538089,"Mollic Fluvisol",13
"P3718",536201,4538309,"Mollic Fluvisol",12
"P3719",535955,4539060,"Mollic Fluvisol",12
"P3720",536019,4539503,"Mollic Fluvisol",12
"P3721",535497,4541914,"Mollic Fluvisol",13
"P3722",535805,4542178,"Mollic Fluvisol",13
"P3723",535679,4543164,"Fluvisol",13
"P3724",534647,4543299,"Fluvisol",17
"P3725",534658,4543976,"Fluvisol",16
"P3726",534594,4544498,"Mollic Vertic Gleysol",12
"P3727",536043,4544343,"Fluvisol",13
"P3728",534740,4545182,"Fluvisol",12
"P3730",534488,4545701,"Fluvisol",12
"P3731",535418,4546167,"Fluvisol",13
"P3732",534427,4547241,"Mollic Fluvisol",13
"P3733",535353,4547076,"Mollic Fluvisol",13
"P3734",535626,4546666,"Mollic Fluvisol",13
"P3735",536110,4546610,"Mollic Fluvisol",13
"P3736",535421,4548643,"Mollic Fluvisol",13
"P3737",534887,4548795,"Mollic Fluvisol",13
"P3738",534300,4541748,"Fluvisol",12
"P3739",534921,4541730,"Fluvisol",13
"P3740",535062,4541173,"Fluvisol",13
"P3742",534121,4540035,"Fluvisol",13
"P3743",535543,4540607,"Fluvisol",13
"P3744",535071,4540176,"Fluvisol",13
"P3745",534757,4539965,"Fluvisol",13
"P3746",534223,4539674,"Fluvisol",13
"P3747",534927,4539475,"Fluvisol",12
"P3748",534294,4538460,"Fluvisol",12
"P3749",533962,4537671,"Fluvisol",13
"P3750",535332,4538134,"Fluvisol",17
"P3751",534649,4537369,"Fluvisol",12
"P3752",533992,4536785,"Fluvisol",13
"P3754",535408,4536245,"Fluvisol",13
"P3755",534596,4535714,"Planosol",18
"P3756",534118,4534884,"Planosol",41
"P3757",534232,4534248,"Planosol",28
"P3758",534567,4534245,"Planosol",41
"P3759",534159,4533916,"Planosol",13
"P3761",535664,4535588,"Mollic Fluvisol",13
"P3762",535872,4536101,"Mollic Fluvisol",13
"P3763",536494,4536427,"Mollic Fluvisol",13
"P3764",535778,4534796,"Mollic Fluvisol",13
"P3765",537375,4535654,"Mollic Fluvisol",13
"P3766",537967,4535192,"Mollic Fluvisol",13
"P3767",538108,4534932,"Mollic Fluvisol",13
"P3768",537661,4534615,"Mollic Fluvisol",13
"P3769",537663,4534145,"Mollic Fluvisol",13
"P3771",538147,4531549,"Fluvisol",13
"P3772",537589,4531206,"Fluvisol",13
"P3773",537575,4532171,"Fluvisol",13
"P3774",536891,4532376,"Fluvisol",13
"P3776",535871,4531423,"Fluvisol",13
"P3777",535152,4530643,"Fluvisol",13
"P3778",534776,4530836,"Fluvisol",13
"P3779",534832,4531572,"Fluvisol",13
"P3780",535818,4532496,"Fluvisol",13
"P3781",535137,4532540,"Fluvisol",13
"P3782",535513,4533596,"Fluvisol",13
"P3783",535953,4533784,"Fluvisol",13
"P3784",536897,4533934,"Fluvisol",13
"P3785",537276,4533740,"Fluvisol",13
"P3786",534466,4533153,"Fluvisol",13
"P3787",534727,4532479,"Fluvisol",13
"P3788",537821,4545403,"Fluvisol",12
"P3789",537879,4546166,"Fluvisol",12
"P3791",533908,4556382,"Mollic Fluvisol",13
"P3792",533277,4556178,"Mollic Fluvisol",13
"P3793",533319,4555777,"Mollic Fluvisol",13
"P3794",533553,4555443,"Mollic Fluvisol",13
"P3795",533590,4554781,"Mollic Fluvisol",13
"P3796",532865,4554775,"Mollic Fluvisol",13
"P3797",533178,4555047,"Mollic Fluvisol",13
"P3798",532781,4553733,"Mollic Fluvisol",12
"P3799",532343,4553508,"Mollic Fluvisol",12
"P3800",531374,4553341,"Mollic Fluvisol",12
"P3801",530706,4553102,"Mollic Fluvisol",12
"P3802",529804,4553159,"Mollic Fluvisol",12
"P3803",530247,4552789,"Mollic Fluvisol",12
"P3804",533647,4553409,"Fluvisol",12
"P3805",533063,4553148,"Fluvisol",12
"P3806",532562,4552940,"Fluvisol",12
"P3808",533093,4552493,"Fluvisol",12
"P3809",532854,4552172,"Fluvisol",12
"P3810",533746,4551742,"Fluvisol",12
"P3811",533832,4552199,"Fluvisol",13
"P3812",531574,4552588,"Fluvisol",8
"P3813",526913,4553791,"Chromic Luvisol on saprolite",20
"P3814",524447,4554462,"Mollic Fluvisol",19
"P3815",525220,4553886,"Fluvisol",12
"P3816",525547,4553707,"Fluvisol",12
"P3817",525895,4553171,"Fluvisol",19
"P3818",526878,4552918,"Fluvisol",18
"P3819",528035,4552926,"Fluvisol",12
"P3820",528711,4552667,"Fluvisol",12
"P3821",529723,4552319,"Fluvisol",12
"P3822",529936,4551994,"Fluvisol",12
"P3823",530746,4551747,"Fluvisol",12
"P3824",530713,4551406,"Fluvisol",12
"P3825",532085,4551109,"Fluvisol",12
"P3826",532974,4551325,"Fluvisol",12
"P3827",533053,4550740,"Fluvisol",12
"P3828",533898,4551105,"Fluvisol",12
"P3829",533881,4550366,"Mollic Fluvisol",12
"P3830",530317,4550841,"Fluvisol",12
