"ProfID","X","Y","soiltype","Land.Cover"
"P2153",530912,4583235,"Mollic Vertic Gleysol",8
"P2155",531315,4581475,"Mollic Vertic Gleysol",18
"P2156",530195,4581142,"Mollic Vertic Gleysol",18
"P2157",529998,4580279,"Mollic Vertic Gleysol",14
"P2158",530357,4580925,"Mollic Vertic Gleysol",16
"P2159",531078,4580451,"Mollic Vertic Gleysol",13
"P2160",530609,4579704,"Complex of Solonchak and Solonetz",13
"P2161",531063,4578382,"Fluvisol",17
"P2162",531870,4580920,"Mollic Vertic Gleysol",15
"P2163",531255,4579780,"Mollic Vertic Gleysol",13
"P2164",531547,4579255,"Mollic Vertic Gleysol",13
"P2165",531830,4578422,"Mollic Vertic Gleysol",13
"P2166",531532,4577918,"Mollic Vertic Gleysol",18
"P2167",532269,4578160,"Mollic Vertic Gleysol",15
"P2168",532259,4578619,"Mollic Vertic Gleysol",13
"P2169",532556,4579003,"Mollic Vertic Gleysol",13
"P2170",533212,4579517,"Mollic Vertic Gleysol",13
"P2171",533172,4580082,"Mollic Vertic Gleysol",13
"P2172",533898,4580662,"Mollic Vertic Gleysol",13
"P2174",531118,4577237,"Mollic Fluvisol",18
"P2175",531951,4577661,"Mollic Vertic Gleysol",15
"P2176",531547,4576818,"Mollic Vertic Gleysol",16
"P2177",530659,4575875,"Mollic Fluvisol",18
"P2178",530725,4576520,"Fluvisol",14
"P2179",531170,4576312,"Mollic Fluvisol",14
"P2180",530475,4575233,"Mollic Fluvisol",15
"P2187",536793,4585205,"Planosol",12
"P2188",537205,4584944,"Mollic Fluvisol",16
"P2189",537224,4584482,"Mollic Fluvisol",12
"P2190",536827,4583949,"Mollic Fluvisol",12
"P2191",537512,4584123,"Mollic Fluvisol",13
"P2192",537198,4583521,"Mollic Fluvisol",13
"P2193",538117,4584214,"Mollic Fluvisol",13
"P2194",537739,4583306,"Mollic Fluvisol",13
"P2195",538461,4583911,"Mollic Fluvisol",12
"P2196",538401,4583521,"Mollic Fluvisol",13
"P2197",538325,4582882,"Mollic Fluvisol",13
"P2198",538840,4583154,"Mollic Fluvisol",12
"P2200",535903,4583404,"Fluvisol",12
"P2201",536706,4582973,"Mollic Vertic Gleysol",13
"P2202",537039,4582829,"Mollic Vertic Gleysol",13
"P2203",536392,4582197,"Mollic Vertic Gleysol",13
"P2204",536085,4581399,"Mollic Vertic Gleysol",13
"P2206",535453,4583007,"Planosol",12
"P2207",534882,4583480,"Planosol",12
"P2208",534674,4582799,"Mollic Fluvisol",12
"P2209",535128,4582201,"Mollic Fluvisol",12
"P2210",535495,4582038,"Mollic Fluvisol",12
"P2211",537478,4582662,"Mollic Fluvisol",13
"P2212",537595,4581883,"Mollic Fluvisol",13
"P2213",536861,4581342,"Mollic Vertic Gleysol",13
"P2214",535154,4581486,"Mollic Fluvisol",12
"P2215",534401,4581626,"Mollic Fluvisol",11
"P2216",533890,4581493,"Mollic Fluvisol",12
"P2217",533501,4582136,"Mollic Fluvisol",12
"P2218",534432,4581035,"Complex of Solonchak and Solonetz",13
"P2219",533401,4580856,"Complex of Solonchak and Solonetz",13
"P2222",532305,4580903,"Complex of Solonchak and Solonetz",13
"P2224",533098,4581495,"Complex of Solonchak and Solonetz",13
"P2225",532459,4581851,"Complex of Solonchak and Solonetz",18
"P2226",532076,4581959,"Complex of Solonchak and Solonetz",18
"P2228",533213,4582659,"Complex of Solonchak and Solonetz",12
"P2229",532977,4583096,"Complex of Solonchak and Solonetz",12
"P2230",533791,4583257,"Complex of Solonchak and Solonetz",12
"P2231",532453,4583634,"Complex of Solonchak and Solonetz",17
"P2232",533004,4583896,"Complex of Solonchak and Solonetz",12
"P2233",533838,4583869,"Complex of Solonchak and Solonetz",12
"P2234",534403,4583607,"Complex of Solonchak and Solonetz",12
"P2235",534128,4582201,"Complex of Solonchak and Solonetz",6
"P2236",532264,4584670,"Complex of Solonchak and Solonetz",12
"P2237",532762,4584804,"Complex of Solonchak and Solonetz",12
"P2238",533347,4584360,"Mollic Fluvisol",12
"P2239",534679,4580701,"Mollic Vertic Gleysol",13
"P2240",534121,4580001,"Mollic Vertic Gleysol",13
"P2241",533731,4578797,"Mollic Vertic Gleysol",13
"P2242",533004,4578723,"Mollic Vertic Gleysol",13
"P2243",532621,4577909,"Mollic Vertic Gleysol",13
"P2244",534343,4579383,"Mollic Vertic Gleysol",13
"P2245",534134,4579127,"Mollic Vertic Gleysol",13
"P2246",534282,4578421,"Mollic Vertic Gleysol",13
"P2247",533832,4577681,"Mollic Vertic Gleysol",4
"P2248",535587,4580903,"Mollic Vertic Gleysol",13
"P2249",535641,4580486,"Mollic Vertic Gleysol",13
"P2250",536045,4580937,"Mollic Vertic Gleysol",13
"P2251",535715,4580001,"Mollic Vertic Gleysol",12
"P2252",536596,4580728,"Mollic Vertic Gleysol",13
"P2253",536919,4580419,"Mollic Vertic Gleysol",12
"P2254",537417,4580345,"Mollic Vertic Gleysol",12
"P2255",537747,4580809,"Mollic Vertic Gleysol",13
"P2256",538278,4581670,"Mollic Vertic Gleysol",13
"P2257",535184,4578952,"Mollic Fluvisol",13
"P2258",534915,4579658,"Mollic Fluvisol",13
"P2259",535278,4579988,"Mollic Vertic Gleysol",13
"P2260",536058,4579867,"Mollic Vertic Gleysol",12
"P2261",535560,4579033,"Complex of Solonchak and Solonetz",12
"P2262",536677,4579430,"Complex of Solonchak and Solonetz",12
"P2263",536980,4579625,"Complex of Solonchak and Solonetz",12
"P2264",537430,4579275,"Complex of Solonchak and Solonetz",12
"P2265",538043,4579006,"Complex of Solonchak and Solonetz",20
"P2266",538164,4580055,"Complex of Solonchak and Solonetz",12
"P2267",538641,4580795,"Complex of Solonchak and Solonetz",12
"P2268",539381,4580560,"Complex of Solonchak and Solonetz",12
"P2269",539899,4580721,"Complex of Solonchak and Solonetz",12
"P2270",538863,4581481,"Complex of Solonchak and Solonetz",12
"P2271",538843,4582040,"Complex of Solonchak and Solonetz",12
"P2272",538043,4582618,"Complex of Solonchak and Solonetz",13
"P2273",538830,4582558,"Complex of Solonchak and Solonetz",12
"P2274",539596,4582040,"Complex of Solonchak and Solonetz",12
"P2275",539812,4581495,"Complex of Solonchak and Solonetz",12
"P2276",538885,4579975,"Fluvisol",12
"P2277",536585,4578476,"Fluvisol",12
"P2278",536852,4578057,"Fluvisol",12
"P2279",534844,4578582,"Mollic Vertic Gleysol",13
"P2280",535777,4578390,"Mollic Vertic Gleysol",12
"P2282",533305,4577866,"Mollic Vertic Gleysol",13
"P2283",532670,4577381,"Mollic Vertic Gleysol",12
"P2284",533527,4577265,"Mollic Vertic Gleysol",12
"P2285",534672,4577563,"Mollic Vertic Gleysol",13
"P2286",534107,4576948,"Mollic Vertic Gleysol",8
"P2287",533457,4576882,"Mollic Vertic Gleysol",12
"P2288",532296,4576751,"Mollic Vertic Gleysol",10
"P2289",532195,4576075,"Mollic Vertic Gleysol",12
"P2290",532821,4575923,"Mollic Vertic Gleysol",12
"P2291",533295,4575853,"Mollic Vertic Gleysol",12
"P2292",533563,4576120,"Mollic Vertic Gleysol",13
"P2293",534995,4576847,"Fluvisol",13
"P2294",535878,4576872,"Mollic Vertic Gleysol",13
"P2295",535555,4576332,"Mollic Vertic Gleysol",13
"P2297",535898,4576029,"Mollic Vertic Gleysol",13
"P2298",538058,4578128,"Mollic Fluvisol",12
"P2299",537251,4577417,"Mollic Fluvisol",13
"P2300",538083,4577462,"Mollic Fluvisol",12
"P2301",538603,4577381,"Mollic Fluvisol",9
"P2302",537770,4577053,"Mollic Fluvisol",11
"P2303",537629,4576504,"Mollic Fluvisol",12
"P2304",538290,4576352,"Mollic Fluvisol",16
"P2305",538946,4576620,"Mollic Fluvisol",20
"P2306",538244,4577038,"Mollic Fluvisol",12
"P2307",538820,4577048,"Mollic Fluvisol",2
"P2308",539450,4576625,"Mollic Fluvisol",14
"P2309",539511,4575964,"Fluvisol",12
"P2310",540146,4575918,"Fluvisol",12
"P2311",539950,4575056,"Fluvisol",12
"P2314",529199,4576709,"Fluvisol",12
"P2315",528172,4576533,"Fluvisol",12
"P2316",528540,4575874,"Fluvisol",12
"P2317",528517,4575345,"Fluvisol",12
"P2318",528946,4574793,"Fluvisol",11
"P2319",529284,4575774,"Fluvisol",12
"P2320",529092,4576487,"Fluvisol",12
"P2321",528793,4574142,"Fluvisol",10
"P2322",529514,4573988,"Fluvisol",10
"P2323",531085,4575322,"Mollic Vertic Gleysol",16
"P2324",530648,4574755,"Mollic Vertic Gleysol",18
"P2325",531315,4574448,"Mollic Vertic Gleysol",18
"P2326",531798,4574188,"Mollic Vertic Gleysol",13
"P2327",530579,4573973,"Mollic Vertic Gleysol",16
"P2328",530763,4573521,"Fluvisol",12
"P2329",530012,4573345,"Fluvisol",12
"P2330",531897,4575590,"Mollic Fluvisol",12
"P2331",532380,4574211,"Mollic Fluvisol",13
"P2332",531529,4573843,"Mollic Fluvisol",12
"P2333",531683,4573406,"Mollic Fluvisol",16
"P2334",532242,4573582,"Mollic Fluvisol",14
"P2335",532150,4575238,"Complex of Solonchak and Solonetz",12
"P2336",532924,4575261,"Complex of Solonchak and Solonetz",12
"P2337",533622,4575330,"Complex of Solonchak and Solonetz",13
"P2338",533974,4576019,"Complex of Solonchak and Solonetz",13
"P2339",534296,4575376,"Complex of Solonchak and Solonetz",13
"P2340",532656,4574671,"Complex of Solonchak and Solonetz",13
"P2341",532748,4573728,"Complex of Solonchak and Solonetz",13
"P2342",533468,4574563,"Complex of Solonchak and Solonetz",13
"P2343",533936,4574556,"Complex of Solonchak and Solonetz",13
"P2344",533216,4574149,"Complex of Solonchak and Solonetz",13
"P2345",533691,4573797,"Complex of Solonchak and Solonetz",13
"P2346",533591,4573391,"Complex of Solonchak and Solonetz",13
"P2347",533806,4572777,"Complex of Solonchak and Solonetz",13
"P2348",533300,4572463,"Complex of Solonchak and Solonetz",12
"P2349",533974,4572187,"Complex of Solonchak and Solonetz",12
"P2350",534572,4572739,"Complex of Solonchak and Solonetz",12
"P2351",534633,4573314,"Complex of Solonchak and Solonetz",13
"P2352",535185,4573391,"Complex of Solonchak and Solonetz",13
"P2353",534564,4573766,"Complex of Solonchak and Solonetz",13
"P2354",534863,4574418,"Complex of Solonchak and Solonetz",13
"P2355",534656,4574847,"Complex of Solonchak and Solonetz",13
"P2356",535484,4574671,"Complex of Solonchak and Solonetz",13
"P2357",535507,4574218,"Complex of Solonchak and Solonetz",13
"P2358",535821,4572969,"Complex of Solonchak and Solonetz",12
"P2359",536289,4574057,"Complex of Solonchak and Solonetz",13
"P2360",535729,4575598,"Complex of Solonchak and Solonetz",13
"P2361",535500,4575230,"Complex of Solonchak and Solonetz",13
"P2362",536580,4576004,"Complex of Solonchak and Solonetz",12
"P2364",537197,4576345,"Complex of Solonchak and Solonetz",12
"P2365",537272,4576932,"Complex of Solonchak and Solonetz",12
"P2366",536674,4575345,"Albic Luvisol",12
"P2368",537214,4574897,"Albic Luvisol",12
"P2369",536105,4575247,"Complex of Solonchak and Solonetz",12
"P2370",537588,4575845,"Mollic Fluvisol",17
"P2371",538128,4576018,"Mollic Fluvisol",12
"P2372",538243,4575500,"Mollic Fluvisol",14
"P2373",538146,4574701,"Mollic Fluvisol",12
"P2374",539336,4575184,"Mollic Fluvisol",12
"P2375",538468,4574121,"Mollic Fluvisol",2
"P2376",537151,4574351,"Mollic Fluvisol",12
"P2377",536266,4574644,"Mollic Fluvisol",13
"P2378",535772,4573615,"Mollic Fluvisol",13
"P2379",536214,4572931,"Mollic Fluvisol",12
"P2380",536594,4573678,"Mollic Fluvisol",12
"P2381",537554,4573965,"Mollic Fluvisol",16
"P2382",536783,4572948,"Mollic Fluvisol",12
"P2383",537680,4572689,"Fluvisol",12
"P2384",538554,4573143,"Fluvisol",12
"P2385",538111,4573701,"Fluvisol",20
"P2386",537680,4573126,"Fluvisol",14
"P2387",537094,4572563,"Fluvisol",12
"P2388",536691,4572488,"Fluvisol",12
"P2389",537697,4572143,"Fluvisol",12
"P2390",535277,4572839,"Fluvisol",13
"P2391",535484,4572362,"Fluvisol",12
"P2392",538255,4572034,"Fluvisol",12
"P2393",537502,4571609,"Fluvisol",12
"P2394",537226,4571252,"Fluvisol",12
"P2395",536950,4571810,"Mollic Fluvisol",12
"P2396",536645,4571206,"Mollic Fluvisol",12
"P2397",538496,4571620,"Fluvisol",12
"P2398",537835,4570925,"Fluvisol",12
"P2399",537324,4570419,"Fluvisol",18
"P2401",538370,4570499,"Complex of Solonchak and Solonetz",12
"P2402",536289,4569798,"Mollic Fluvisol",12
"P2404",535593,4569528,"Mollic Fluvisol",12
"P2405",535645,4570200,"Mollic Fluvisol",12
"P2408",534990,4570039,"Complex of Solonchak and Solonetz",12
"P2409",535030,4569729,"Complex of Solonchak and Solonetz",12
"P2411",533668,4571936,"Mollic Fluvisol",4
"P2412",534542,4571758,"Fluvisol",13
"P2413",534927,4571241,"Mollic Fluvisol",14
"P2414",534444,4570689,"Mollic Fluvisol",12
"P2415",534467,4569861,"Mollic Fluvisol",12
"P2416",534881,4569321,"Mollic Fluvisol",18
"P2417",534547,4568913,"Mollic Fluvisol",15
"P2418",532489,4573103,"Gleysol",13
"P2419",532857,4573080,"Gleysol",13
"P2420",533403,4571614,"Gleysol",12
"P2421",532972,4571200,"Mollic Fluvisol",12
"P2422",532518,4571183,"Mollic Fluvisol",12
"P2423",532484,4571706,"Mollic Fluvisol",12
"P2424",532035,4571137,"Mollic Fluvisol",12
"P2425",532001,4571557,"Mollic Fluvisol",12
"P2426",532340,4572603,"Mollic Fluvisol",17
"P2427",532127,4572954,"Mollic Fluvisol",18
"P2428",531840,4572557,"Gleysol",17
"P2429",531955,4572057,"Gleysol",12
"P2430",531639,4573092,"Complex of Solonchak and Solonetz",18
"P2431",531248,4572454,"Fluvisol",15
"P2432",529569,4572965,"Fluvisol",12
"P2433",529690,4572689,"Fluvisol",12
"P2434",530449,4572413,"Fluvisol",20
"P2435",530408,4571953,"Fluvisol",20
"P2436",530667,4573109,"Fluvisol",12
"P2437",531064,4572804,"Fluvisol",15
"P2438",531184,4573425,"Fluvisol",12
"P2439",529730,4574626,"Mollic Vertic Gleysol",17
"P2440",529012,4573189,"Mollic Fluvisol",12
"P2441",528328,4572873,"Complex of Solonchak and Solonetz",12
"P2442",528397,4572517,"Fluvisol",12
"P2443",528713,4572408,"Fluvisol",12
"P2444",528241,4571833,"Fluvisol",12
"P2445",528253,4572166,"Fluvisol",12
"P2446",528161,4571166,"Fluvisol",12
"P2447",527615,4571045,"Complex Chromic Luvisol on saprolite and Fluvisol",12
"P2448",527477,4570447,"Fluvisol",12
"P2449",527937,4570608,"Fluvisol",12
"P2450",528282,4570217,"Fluvisol",12
"P2451",528431,4570631,"Fluvisol",8
"P2452",528805,4570913,"Fluvisol",5
"P2453",528667,4571361,"Fluvisol",11
"P2454",529385,4571695,"Fluvisol",12
"P2455",529431,4572080,"Fluvisol",12
"P2456",529471,4572350,"Fluvisol",12
"P2457",529351,4571436,"Fluvisol",12
"P2458",529811,4571413,"Fluvisol",12
"P2459",530161,4571269,"Fluvisol",14
"P2460",530707,4571471,"Fluvisol",12
"P2461",531420,4571999,"Fluvisol",12
"P2462",531213,4571545,"Fluvisol",12
"P2463",531570,4571321,"Mollic Fluvisol",12
"P2464",534041,4571223,"Fluvisol",12
"P2465",533559,4571080,"Fluvisol",12
"P2466",533041,4570758,"Fluvisol",12
"P2467",532461,4570695,"Fluvisol",12
"P2468",531754,4570833,"Fluvisol",12
"P2469",531455,4571051,"Fluvisol",12
"P2470",531299,4570585,"Fluvisol",11
"P2471",532282,4570315,"Fluvisol",12
"P2472",531909,4569844,"Fluvisol",12
"P2473",532989,4570108,"Fluvisol",12
"P2474",533857,4570183,"Fluvisol",12
"P2475",533800,4569631,"Fluvisol",12
"P2476",533794,4569240,"Fluvisol",12
"P2477",532811,4569602,"Fluvisol",12
"P2478",532162,4569545,"Fluvisol",12
"P2479",531104,4569838,"Fluvisol",6
"P2480",530983,4570235,"Fluvisol",2
"P2481",530500,4570424,"Fluvisol",9
"P2482",530518,4570821,"Fluvisol",3
"P2483",530081,4570764,"Fluvisol",3
"P2484",532857,4572620,"Mollic Fluvisol",13
"P2485",533007,4572339,"Mollic Fluvisol",13
"P2486",533099,4572080,"Mollic Fluvisol",12
"P2488",528661,4570465,"Fluvisol",6
"P2489",529822,4570424,"Fluvisol",11
"P2490",529604,4570235,"Fluvisol",12
"P2491",528782,4569735,"Fluvisol",12
"P2492",529385,4569919,"Fluvisol",12
"P2493",529765,4569574,"Fluvisol",12
"P2494",529161,4569372,"Fluvisol",12
"P2495",530656,4569884,"Fluvisol",12
"P2496",529506,4568838,"Fluvisol",12
"P2497",530213,4569062,"Fluvisol",12
"P2498",530523,4568550,"Fluvisol",12
"P2499",530845,4569028,"Fluvisol",12
"P2500",531230,4569022,"Fluvisol",12
"P2501",531420,4569418,"Fluvisol",12
"P2502",532058,4568855,"Fluvisol",12
"P2503",532535,4569154,"Fluvisol",12
"P2504",532719,4568947,"Fluvisol",12
"P2505",533007,4568671,"Fluvisol",12
"P2506",530817,4568200,"Fluvisol",13
"P2507",531489,4568217,"Fluvisol",12
"P2508",531363,4567573,"Fluvisol",13
"P2510",532018,4567085,"Fluvisol",13
"P2511",531932,4567510,"Fluvisol",13
"P2512",531190,4567009,"Mollic Fluvisol",13
"P2513",532254,4568154,"Gleysol",15
"P2514",532932,4568114,"Gleysol",16
"P2515",532915,4567516,"Gleysol",20
"P2516",533536,4567372,"Gleysol",20
"P2517",533645,4568464,"Gleysol",12
"P2518",533731,4567981,"Gleysol",12
"P2519",533938,4568924,"Gleysol",12
"P2520",533265,4569424,"Gleysol",12
"P2521",534220,4568148,"Mollic Fluvisol",12
"P2522",534800,4567987,"Mollic Vertic Gleysol",18
"P2523",519963,4592378,"Complex of Cambisol, Leptosol and Regosol",21
"P2525",522252,4590330,"Complex of Cambisol, Leptosol and Regosol",26
"P2527",519803,4568545,"Complex of Cambisol, Leptosol and Regosol",18
"P2528",512464,4578859,"Complex of Cambisol, Leptosol and Regosol",26
"P2619",583630,4572965,NA,27
"P2623",570632,4594395,"Complex of Humic Calcaric Regosol, Regosol and Leptosol",18
"P2624",573066,4590785,"Complex of Humic Calcaric Regosol, Regosol and Leptosol",18
"P2625",574368,4589483,"Regosol",18
"P2626",571451,4592780,"Complex of Humic Calcaric Regosol and Regosol",18
"P2627",573446,4593718,"Complex of Humic Calcaric Regosol and Regosol",18
"P2628",574681,4593172,"Complex of Humic Calcaric Regosol, Regosol and Leptosol",21
"P2629",575465,4590465,NA,15
"P2630",576961,4591783,"Complex of Humic Calcaric Regosol and Regosol",20
"P2631",577128,4593018,"Fluvisol",20
"P2632",578755,4593932,"Fluvisol",19
"P2633",579871,4594466,"Complex of Humic Calcaric Regosol and Regosol",18
"P2634",580761,4593208,"Aric Anthrosol",15
"P2635",579028,4591486,"Aric Anthrosol",15
"P2636",578755,4588778,"Aric Anthrosol",3
"P2637",582483,4585608,"Vertisol",17
"P2638",581521,4586789,"Aric Anthrosol",15
"P2639",580657,4589390,"Aric Anthrosol",15
"P2640",581984,4590949,"Complex of Humic Calcaric Regosol and Regosol",24
"P2641",583169,4591786,"Complex of Humic Calcaric Regosol and Regosol",15
"P2642",582955,4588749,"Complex of Humic Calcaric Regosol and Regosol",15
"P2643",582893,4587564,"Complex of Humic Calcaric Regosol and Regosol",15
"P2644",575376,4586896,NA,21
"P2645",576863,4586932,NA,20
"P2646",579464,4586950,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",14
"P2647",581219,4584857,"Complex of Humic Calcaric Regosol and Regosol",15
"P2648",578636,4584554,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",40
"P2650",577701,4583334,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",37
"P2651",583187,4583325,NA,18
"P2653",582599,4581784,"Aric Anthrosol",15
"P2654",576765,4581321,"Chromic Luvisol on saprolite",25
"P2655",572027,4582188,"Complex of Humic Calcaric Regosol and Regosol",23
"P2656",570756,4584812,"Complex of Humic Calcaric Regosol and Regosol",23
"P2659",571540,4579843,"Cambisol",23
"P2666",571083,4587407,"Complex of Humic Calcaric Regosol and Regosol",21
"P2669",570869,4589129,"Complex of Humic Calcaric Regosol, Regosol and Vertisol",15
"P2670",573054,4588867,"Complex of Humic Calcaric Regosol, Regosol and Vertisol",29
"P2698",616640,4594240,"Cambisol",28
"P2699",617447,4593131,"Cambisol",27
"P2700",619727,4593353,"Cambisol",23
"P2701",621136,4594731,"Complex of Chromic Luvisol on saprolite and Regosol",28
"P2702",623353,4594699,"Cambisol",21
"P2703",625237,4593416,"Cambisol",23
"P2704",626361,4592181,"Cambisol",23
"P2705",627786,4591738,"Cambisol",23
"P2706",628372,4589300,"Chromic Luvisol on hard limestones",23
"P2707",630557,4589078,"Complex of Regosol and Leptosol",23
"P2708",631159,4587859,"Complex of Regosol and Leptosol",23
"P2709",632457,4586687,"Vertisol",22
"P2710",631697,4585706,"Vertisol",22
"P2711",629274,4586608,"Vertisol",23
"P2712",626931,4587337,"Complex of Humic Calcaric Regosol, Regosol and Leptosol",28
"P2713",626266,4588872,"Complex of Humic Calcaric Regosol, Regosol and Leptosol",23
"P2714",623131,4592593,"Cambisol",23
"P2715",620329,4592387,"Cambisol",23
"P2716",620851,4591453,"Cambisol",23
"P2717",619252,4591627,"Cambisol",27
"P2718",620614,4589585,"Cambisol",29
"P2719",623044,4590377,"Cambisol",23
"P2720",625134,4590567,"Cambisol",24
"P2721",625170,4589783,"Cambisol",23
